小奧蘭古島,Orangozinho,
烏伊哈島,ʻUiha,
哈阿諾島,Haʻano,
拉斯林島,Rathlin Island,
阿洛菲島,Alofi Island,
阿爾卡特拉濟斯島,Ilha de Alcatrazes,
小安達曼島,Little Andaman,
大科勒韋島,Store Koldewey,
聖佩德羅諾拉斯科島,San Pedro Nolasco Island,
特里尼蒂島,Trinity Island,
金银岛,Money Island,
科伊瓦島,Coiba,
與那國島,Yonaguni island,
克盧普斯科伊島,Q1113298,
霍恩島,Q1122887,
莫索島,Moso,
西摩島,Seymour Island,
特雷爾島,Traill Island,
舒瓦瑟爾島,Choiseul Island,
佐科斯島,Dokos,
科切島,Coche Island,
科堡島 (伊麗莎白女王群島),Coburg Island,
伊茲島,Iž,
契卡洛夫島,Chkalov Island,
庫瓦瓜島,Cubagua,
望加麗島,Bengkalis island,
皮克洛特島,Pikelot,
霍西森島,Hoseason Island,
馬普島,Maap,
馬更些王島,Mackenzie King Island,
加利尼亞斯島,Galinhas,
拉農加島,Ranongga,
漢密爾頓島,Hamilton Island,
烏佩尼維克島,Upernivik Island,
北巴蓋島,North Pagai,
巴瑟斯特岛,Bathurst Island,
迪亞島,Dia,
因尤格島,Q1121315,
西科拉島,Q1116638,
圣淘沙,Sentosa,
菲爾夫拉島,Filfla,
埃羅芒阿島,Erromango,
图拉吉岛,Tulagi,
布塔里塔里環礁,Butaritari,
新西伯利亚岛,New Siberia,
茹安維爾島,Joinville Island,
凱恩島,Q1582843,
庫恩島,Q1583198,
斯托利奇卡島,Q1582439,
伊特格蘭島,Yttygran Island,
列伊基納島,Leykina Island,
大尚塔爾島,Bolshoy Shantar Island,
泰蒙島,Temwen Island,
阿拉基島,Araki Island,
迪西島,Ducie Island,
錫普爾島,Siple Island,
伊努塞斯島,Oinousses,
白龍尾島,Bach Long Vi,
嚴島,Itsukushima,
索爾茲伯里島,Salisbury Island,
半月島,Half Moon Island,
俄林島,Ohlin Island,
南巴蓋島,South Pagai,
漢達島,"Handa, Scotland",
霍爾島,Hall Island,
印度礁,Bassas da India,
塞里福斯島,Serifos,
新爱尔兰岛,New Ireland,
謝韋爾內島,Severny Island,
阿納菲島,Anafi,
塔沃加岛,Taboga Island,
康塞普申島,"Conception Island, Seychelles",
尤加馬克島,Ugamak Island,
阿桑普申島,Assumption Island,
辯天島,Benten-jima,
西山,Xidongting Shan,
聖瑪麗亞島,Santa Maria Island,
大別吉切夫島,Bolshoy Begichev Island,
韋爾霍圖羅夫島,Q1106053,
克拉弗靈島,Clavering Island,
科克本島 (南極洲),Cockburn Island,
科克本島 (安大略省),Cockburn Island,
納木瓦島,Namua,
聖卡羅里納島,Santa Carolina,
泰特帕雷島,Tetepare Island,
豪環礁,Hao,
伊尼什特克島,Inishturk,
內伶仃島,Nei Lingding Island,
奎里尼島,Querini Island,
巴拉湾岛,Pulau Palawan,
聖何塞島,Isla San José,
莫宁顿岛,Mornington Island,
蒙巴薩島,Mombasa Island,
雷索盧申島,Resolution Island,
雪島,Snow Island,
索厄島,Soay,
安霍爾特島,Anholt,
拉斯托沃島,Lastovo,
斯温岛,Svínoy,
沃洛索維恰島,Q1124396,
格雷特島,Great Island,
松索羅爾,Sonsorol,
皮特島,Pitt Island,
伊萬諾夫島,Q1582867,
可可島 (關島),Cocos Island,
拉島,Ra,
斯韋德魯普島,Sverdrup Island,
博登島,Borden Island,
基什岛,Kish Island,
擇捉島,Iturup,
霍爾島 (阿拉斯加州),Hall Island,
烏格連島,Ugljan,
列伊涅克島,Reyneke Island,
庫福尼西島,"Koufonisi, Crete",
布卡島,Buka Island,
科平賽島,Copinsay,
科隆島,Colón Island,
肯羅南,Kilronan,
卡爾王地群島,Kong Karls Land,
吉佐島,Ghizo Island,
瑞典島,Svenskøya,
梅恩島,Mayne Island,
五月島,Isle of May,
亞羅克島,Yarok Island,
彼得格勒岛,Petrogradsky Island,
梅里格島,Merig,
霍斯舒島,Q1628997,
赫勒爾德島,Herald Island,
哈夫洛克島,Havelock Island,
阿恩島,Arnøya,
卡蒂烏環礁,Katiu,
普爾維奇島,Prvić,
马埃岛,Mahé,
昂儒昂岛,Anjouan,
魯魯圖島,Rurutu,
比約克島,Björkö,
帕爾瑪利亞島,Palmaria,
丕林岛,Perim,
斯温斯岛,Swains Island,
庫里亞島,Kuria,
伊奧斯島,Ios,
安汶岛,Ambon Island,
索特拉島,Sotra,
博伊布朗克島 (密西根州),Bois Blanc Island,
納蒂維達島,Isla Natividad,
馬孔艾島,Makogai,
不來梅島,Bremen Island,
克羅克島 (北領地),Croker Island,
巴伯尔图阿普岛,Babeldaob,
提內托島,Tinetto,
菲利庫迪島,Filicudi,
阿图岛,Attu Island,
阿特卡島,Atka Island,
阿蒂烏島,Atiu,
阿賴度島,Atlasov Island,
阿爾沃蘭島,Isla de Alborán,
耶巴布宜納島,Yerba Buena Island,
博戈斯洛夫島,Bogoslof Island,
布蘭普頓島,Brampton Island,
林卡岛,Rinca,
庫克島 (南桑威奇群島),"Cook Island, South Sandwich Islands",
巴西漢島,Pacijan,
科隆島 (菲律賓),Coron Island,
维尔京戈尔达岛,Virgin Gorda,
舍子古丹島,Shiashkotan,
蒂布龍島,Tiburón Island,
薩里甘島,Sarigan,
鴿子島,Pidgeon Island,
海斯島,Heiss Island,
霍金斯島,"Hawkins Island, Bermuda",
基米托島,Kimito island,
赫雷赫雷圖埃環礁,Hereheretue,
維爾島,Vir,
龍布陵島,Lembata,
博島,Bogø,
伊柳塞拉岛,Eleuthera,
加布艾萊西島,Garbh Eileach,
十月革命岛,October Revolution Island,
安提帕羅斯島,Antiparos,
大尼科巴島,Great Nicobar Island,
尼豪島,Niihau,
阿伊圖塔基,Aitutaki,
魔鬼岛,Cayenne's Prison,
齊格勒島,Ziegler Island,
普羅克勒梅申島,Proclamation Island,
奧克蘭島,Auckland Island,
本貝丘拉島,Benbecula,
蘭比島,Rabi Island,
怀希基岛,Waiheke Island,
泰拉伊納島,Teraina,
馬拉凱環礁,Marakei,
斯特凡松島,Stefansson Island,
卡拉金斯克島,Karaginsky Island,
小开曼,Little Cayman,
大德爾韋尼克島,Drvenik Veliki,
圖武卡島,Tuvuca,
馬納莫克島,Manamoc,
海瑟爾島,Hesselø,
考庫拉環礁,Kaukura,
托奧環礁,Toau,
斯塔茨島,Staats Island,
鮑曼島,Bowman Island,
尼西羅斯島,Nisyros,
中安達曼島,Middle Andaman,
圣多美岛,São Tomé Island,
多樂島,Polonskogo,
布洛克島,Block Island,
荷蘭鳥島,Q1624718,
福德島,Ford Island,
聖若熱島,São Jorge Island,
安斯特島,Unst,
涠洲岛,Weizhou Island,
阿斯托夫島,Astove Island,
阿瓦島,Aua Island,
阿陶羅島,Atauro Island,
布盧普布盧普島,Blup Blup,
比舍沃島,Biševo,
玻古島 (昆士蘭州),Boigu Island,
巖流島,Ganryū-jima,
加雅島,Pulau Gaya,
克魯克德島 (巴哈馬),Crooked Island,
哈雷德島,Hareidlandet,
兔子岛,Zayachy Island,
海曼島,Hayman Island,
派耶爾島,Payer Island,
卡胡拉威島,Kahoolawe,
特罗姆兰岛,Tromelin Island,
春苅島,Q904882,
倫吉拉環礁,Rangiroa,
斯卡巴島,Scarba,
科里斯科岛,Corisco,
皮納基環礁,Pinaki,
西普拉島,Sipura,
錫基諾斯島,Sikinos,
寶雲島,Bowen Island,
布萊克島 (羅斯群島),Black Island,
普雷夫拉卡島,Prevlaka Island,
蒂加爾達島,Tigalda Island,
蒂洛斯島,Tilos,
骑士岛,Riddarholmen,
阿洛島,Alor,
庫佛維爾島,Cuverville Island,
比特島,Isle of Bute,
王島,Kongsøya,
納瓦里諾島,Navarino Island,
維拉拉維拉島,Vella Lavella,
穆紹島,Mussau Island,
薩帕魯阿島,Saparua,
墨爾本島,Melbourne Island,
奧爾島,Orø,
普羅維登西亞萊斯島,Providenciales,
霍蒙洪島,Homonhon,
聖伊萬島,St. Ivan Island,
竹島,Ko Phai,
巴拉岛,Barra,
薩馬島,Samar,
西比里亞科夫島,Sibiryakov Island,
法圖烏庫島,Fatu Huku,
格雷厄姆島,Graham Island,
博恩霍姆島,Bornholm,
因特維尤島,Interview Island,
奧爾洪島,Olkhon Island,
马尔佩洛岛,Malpelo Island,
志發島,Q904898,
布拉班特島,Brabant Island,
聖彼得羅島,San Pietro Island,
馬亞納環礁,Maiana,
塔韋烏尼島,Taveuni,
小伊納瓜島,Little Inagua,
托里島,Tory Island,
瓦倫西亞島,Valentia Island,
蓬扎島,Ponza,
霍伊島,Hoy,
布里斯托島,Q917993,
格什姆岛,Qeshm,
伊查博島,Q1656369,
史賓納隆加島,Spinalonga,
斯卡爾佩島,"Scalpay, Outer Hebrides",
奧斯特法島,Austvågøy,
斯希努薩島,Schoinoussa,
薩里亞島,Saria Island,
尤拉克島,Ulak Island,
科紐吉島,Koniuji Island,
霍恩洛厄島,Gogenloe Island,
布加拉島,Bugala Island,
莫皮哈環礁,Maupihaa,
御藏島,Mikura-jima,
尼皮恩岛,Nepean Island,
瓦圖萊萊島,Vatulele,
水晶島,Q904438,
莫圖塔普島,Motutapu Island,
祖拜爾群島,Zubair Group,
祖卡島,Zuqar Island,
巴布達島,Barbuda,
格雷岛,Gorée,
基爾比島,Kilby Island,
莫伊島,Moe Island,
沃爾夫島,Wolf Island,
奧斯凱里島,Auskerry,
拉穆島,Lamu Island,
聖豪爾赫島,San Jorge Island,
費爾島,Fair Isle,
太阳岛,Q1960102,
欧伐劳岛,Ovalau,
布蘭斯菲爾島,Bransfield Island,
卡馬諾島,Camano Island,
基莫洛斯島,Kimolos,
布里奇曼島,Bridgeman Island,
尼西奧皮島,Nisiopi,
德賓島,Derbin Island,
馬爾多尼赫島,Muldoanich,
聖迭戈島,Isla Santa Cruz,
峇蘭巴雁島,Balambangan Island,
柯蒂斯島,"Curtis Island, New Zealand",
波維利亞,Poveglia,
艾翁島,Ayon Island,
達恩利島,Darnley Island,
黑瞎子岛,Bolshoy Ussuriysky Island,
海德利斯島,Hellisey,
伊博島,"Ibo, Mozambique",
維也納新城島,Wiener Neustadt Island,
蒂尼亞雷島,Ilha de Tinharé,
阿明岩,Stac an Armin,
高龙岛,Koh Rong,
大科摩罗岛,Grande Comore,
厄兰岛,Öland,
拉奧奇拉島,La Orchila,
霍爾蒂恰島,Khortytsia,
普斯托伊島,Pustoi Island,
布里斯托爾島,Bristol Island,
威爾士親王島,Prince of Wales Island,
維利基茨基島,Vilkitsky Island,
城堡岛,Slotsholmen,
布比延岛,Bubiyan Island,
民丹島,Bintan Island,
布雷島,Bray Island,
伊拉克島,Ilak Island,
伊纳克塞瑟布尔岛,Inaccessible Island,
佩德羅淺灘,Pedro Bank,
哈爾基島,Halki,
奧埃諾島,Oeno Island,
東凱科斯島,East Caicos,
波瓦島,Poa Island,
魯托克島,Rootok Island,
烏戈利內耶科皮島,Q1653416,
伊亞羅斯島,Gyaros,
多爾島,Dall Island,
扬岛,Young Island,
斯特奇岛,Sturge Island,
馬切納島,Marchena Island,
尼西達島,Nisida,
平松島,Pinzón Island,
格拉姆武薩群島,Gramvousa,
欣森島,"Hinson's Island, Bermuda",
楠考里島,Nancowry Island,
象岛,Ko Chang,
新胡安岛,Juan de Nova Island,
菲萊,Philae,
埃法特岛,Efate,
烏姆納克島,Umnak,
金銀島,Treasure Island,
刁曼岛,Tioman Island,
香農島,Shannon Island,
霍爾島,Holl Island,
奥努乌岛,Aunu'u,
北羅納島,North Rona,
戈洛米揚內島,Q913806,
哈尔克岛,Kharg Island,
圣灵岛,Helgeandsholmen,
彭德島,Pender Island,
代爾塞島,Darsah,
希瓦瓦島,Hiva-Oa,
少先队员岛,Pioneer Island,
弗林德斯岛,Flinders Island,
馬斯巴特島,Masbate Island,
聖佩德羅馬蒂爾島,Q1145547,
北硫磺島,North Iwo To,
費姆島,Femø,
托比島,Tobi,
希烏島,Hiw Island,
耶爾姆島,Hjelm,
羅阿諾克島,Roanoke Island,
莫查島,Mocha Island,
農福爾島,Numfor,
聖馬修島,St. Matthew Island,
紐島,New Island,
屋久島,Yakushima,
庫萊布拉島,Culebra,
莫斯島,Mors,
聖弗朗西斯科島,Isla San Francisco,
法爾島,Fire Island,
弗格森島,Fergusson Island,
須美壽島,Smith Island,
亞布卡島,Jabuka,
紐阿托普塔普島,Niuatoputapu,
韋拉島,Vaila,
勞里島,Laurie Island,
伊尔德桑,île de Sein,
罗卡斯环礁,Rocas Atoll,
梅迪尼利亞島,Farallon de Medinilla,
磁岛,Magnetic Island,
久米島,Kume Island,
槟榔屿,Penang Island,
奧列尼島,Oleniy Island,
特莫埃環礁,Temoe,
羅維特島,Rowett Island,
鐵法拉,Tefala,
利蘭島,Liran,
渡嘉敷島,Tokashiki Island,
赫爾斯島,Hjörsey,
達雷爾島,Darrell's Island,
007島,Khao Phing Kan,
伊吉威島,Idjwi,
科布羅爾島,Kobroor,
維索科伊島,Visokoi Island,
尼希魯環礁,Nihiru,
格里利島,Greely Island,
納孔達姆島,Narcondam Island,
利多,Lido di Venezia,
萨列马岛,Saaremaa,
多爾吉島,Dolgy Island,
達爾馬島,Dalma,
努烏泰雷島,Nu'utele,
汀姆島,Diogo Island,
蘭格爾島,Wrangell Island,
德賴島,Drejø,
聖馬科斯島,"San Marcos, Baja California Sur",
連尼尼華撤拉島,René-Levasseur Island,
西巴拉島,West Burra,
聖喬治島 (阿拉斯加州),St. George Island,
克羅斯港,Port-Cros,
愛爾蘭眼睛島,Ireland's Eye,
瓦漢加環礁,Vahanga,
聖羅莎島,Santa Rosa Island,
內克瑟爾島,Nekselø,
嫩奧嫩奧環礁,Nengonengo,
錫爾島,"Seal Island, South Africa",
沃斯托奇內島,Q953668,
塔塔科托環礁,Tatakoto,
歐米加島,Omega Island,
港灣人工島,Port Island,
約克公爵島 (巴布亞新畿內亞),Duke of York Island,
格賴恩德島,Grinder Island,
梅德內島,Medny Island,
滘西洲,Kau Sai Chau,
久米鳥島,Torishima,
巴雷島,Burray,
施密特島,Schmidt Island,
小廷奧薩島,Tinhosa Pequena,
米爾恩地,Milne Land,
南普拉薩島,South Plaza Island,
德塞切奧島,Desecheo Island,
達瓦爾島,Davaar Island,
德克哈托格島,Dirk Hartog Island,
杜默島,Doumer Island,
馬塔卡納島,Matakana Island,
卡萊羅島,Isla Calero,
塞古拉島,Segula Island,
武武盧島,Wuvulu Island,
特瓜島,Tegua,
斯塔法岛,Staffa,
布魯島,Buru,
默瑟島,Mercer Island,
拉特蘭島,Rutland Island,
莫塔島,Mota,
德里加爾斯基島,Drygalski Island,
硫磺鳥島,Io-Torishima,
貝基亞島,Bequia,
薩卡爾島,Sakar Island,
乌波卢岛,Upolu,
卡瓦拉蒂,Kavaratti,
埃貝爾島,Æbelø,
鴨洲,Ap Chau,
班慕島,Mbamu,
科爾武島,Corvo Island,
迪加岛,Pulau Tiga,
魯帕島,Rupat,
多林島,Dolin,
南丫島,Lamma Island,
恩迪拉維島,Endelave,
秋勇留島,Anuchina,
錫特卡利達克島,Sitkalidak Island,
利奇菲爾德島,Litchfield Island,
奧梅特佩島,Ometepe,
科德菲什島,Codfish Island,
聖伊內斯島,Santa Inés Island,
德塔耶島,Detaille Island,
塞拉纳浅滩,Serranilla Bank,
小代奧米德島,Little Diomede Island,
巴霍努埃沃礁,Bajo Nuevo Bank,
烏拉瓦島,Ulawa Island,
錫奧島,Siau Island,
尼奧環礁,Niau,
帕金環礁,Pakin Atoll,
維爾切克島,Wilczek Island,
馬穆拉島,Mamula,
苏梅岛,Ko Samui,
钻石岩,Diamond Rock,
共青团员岛,Komsomolets Island,
延坪岛,Yeonpyeong,
莫埃利島,Mohéli,
利斯莫爾島,Lismore,
基韋斯特島,Key West,
塞尼亞島,Senja,
伊斯特島,Ist,
伊尼什特拉哈爾島,Inishtrahull Island,
法老王島,Pharaoh's Island,
馬莫特島,Marmot Island,
蘇亞雷斯島,Isla Suárez,
索伊薩洛,Soisalo,
莫奧塔尼島,Mohotani,
马尔马拉岛,Marmara Island,
奥提伽岛,Ortygia,
加夫佐普拉島,Gavdopoula,
大衛杜夫島,Davidof Island,
小斯特龍博利島,Strombolicchio,
迪斯科岛,Disko Island,
多布島,Dobu Island,
卡納塞阿島,Kanacea,
巴東島,Padang Island,
斯韋塔茨島,Svetac,
因奇科姆島,Inchcolm,
塔卡羅阿環礁,Takaroa,
倫邦岸島,Nusa Lembongan,
奧卡斯島,Orcas Island,
巴德西島,Bardsey Island,
帕拉瓦環礁,Paraoa,
新漢諾威島,New Hanover Island,
戈納夫島,Gonâve Island,
通格島,Q926063,
穆泰爾島,Murter,
羅塔島,Rota,
富拉島,Foula,
塔馬納島,"Tamana, Kiribati",
戈爾瑞-歐文弗雷克,Goeree-Overflakkee,
班加拉姆環礁,Bingaram Island,
伊烏拉島,Gioura,
旺烏努島,Vangunu,
北森蒂納爾島,North Sentinel Island,
因卡伊洛奇島,Inchcailloch,
亞薩塔島,Yacata,
摩洛基尼島,Molokini,
瑪麗亞馬格達萊納島,Isla María Magdalena,
迪克森島,Dikson Island,
西邁納島,Thymaina,
昂爾茲烏島,Q1984239,
難達島,Inaccessible Island,
伊尼什默里島,Inishmurray,
蒙塞拉特島 (墨西哥),Isla Monserrate,
諾穆卡島,Nomuka,
扎維亞洛瓦島,Zavyalov Island,
奧爾島,Årø,
埃馬埃島,Emae,
图图伊拉岛,Tutuila,
大納土納島,Natuna Besar,
巴纳巴岛,Banaba Island,
霍夫高島,Hovgaard Island,
布羅什島,Q954677,
帕帕韋斯特雷島,Papa Westray,
法爾馬科尼西島,Farmakonisi,
科雷希多岛,Corregidor,
舒亞克島,Shuyak Island,
阿福格納克島,Afognak,
蘇沙茨島,Sušac,
亨多拉比島,Hendurabi,
拉特曼諾夫島,Big Diomede,
納布永戈島,Nabuyongo Island,
謝拉島,Sierra Island,
象岛 (南极洲),Elephant Island,
聖卡塔琳娜島,Santa Catarina Island,
鄧克島,Dunk Island,
鄧迪島,Dundee Island,
維加島,Vega Island,
伊迪島,Eday,
哈拉伊基環礁,Haraiki,
索厄島,"Soay, Skye",
馬爾塔納島,Q1674451,
大火地岛,Isla Grande de Tierra del Fuego,
奇里科夫島,Chirikof Island,
塞納菲爾島,Sanafir Island,
阿杜加克島,Adugak Island,
克拉島,Kelaa,
奧梅島,Omey Island,
拉拉卡環礁,Raraka,
雷卡雷卡環礁,Rekareka,
雷托魯環礁,Reitoru,
納爾遜島,Nelson Island,
托爾薩島,Torsa,
塞爾夫島 (毛里裘斯),Île aux Cerfs,
耶穌島,Île Jésus,
阿歷山大島,Alexander Island,
薩拉瓦蒂島,Salawati,
聖克拉拉島,Santa Clara Island,
彭特科斯特岛,Pentecost Island,
總督島,Governors Island,
圖帕伊島,Tupai,
耶因島,Jegindø,
比森蒂納島,Q1674445,
江之島,Enoshima,
奇力島,Kellett Island,
拉姆島,Rùm,
亨賈姆島,Hengam Island,
埃奧島,Eiao,
斯法克蒂里亚,Sphacteria,
迪維爾島 (南極洲),"D'Urville Island, Antarctica",
尤島,Isle of Ewe,
昂布爾島,Q292021,
法久特島,Q292279,
尤厄島,Uyea,
白礁,Pedra Branca,
戴爾島,Q1268638,
瓦尼耶島,Île Vanier,
科科斯島 (毛里裘斯),Île aux Cocos,
蒙特利尔岛,Island of Montreal,
泰波托環礁,Tepoto,
甘泉岛,Robert Island,
艾島,Egholm,
雅科島,Jaco,
倫多瓦島,Rendova Island,
法卡希納環礁,Fakahina,
梅日杜沙爾斯基島,Mezhdusharsky Island,
賽厄島,Sejerø,
波克羅勒島,Porquerolles,
基瓦伊島,Kiwai Island,
恩德島,Nendo Island,
胡克島,Hooker Island,
迪維爾島,"D'Urville Island, New Zealand",
伍德拉克島,Woodlark Island,
圖茲拉島,Tuzla Island,
聖尼古拉島,Sveti Nikola Island,
俄羅斯島,Russky Island,
瓦納瓦納環礁,Vanavana,
拿騷島,Nassau,
洛克魯姆島,Lokrum,
吊鐘洲,Jin Island,
埃皮島,Epi (island),
塔法希島,Tafahi,
盧洛島撞擊坑,Île Rouleau crater,
科雄島,île aux Cochons,
聖蘭妮·格蒙特島,île Saint-Lanne Gramont,
豪島,île Howe,
烏魯斯特島,Orust,
卡巴拉島,Kabara,
奧格利烏加島,Q2016186,
聖馬科島,Sveti Marko Island,
普雷穆達島,Premuda,
卡耶米特島群,Cayemites,
法艾特環礁,Faaite,
歐里皮克環礁,Eauripik,
丹澤特島,Danzante Island,
利吉丹岛,Ligitan,
埃吉爾賽島,Egilsay,
埃爾馬爾克島,Eil Malk,
梅里爾島,Merir,
英格雷雅島,Engeløya,
薩馬納島,Samana Cay,
曼加貝島,Nosy Mangabe,
赫沃斯托夫島,Khvostof Island,
楠薩奇島,Nonsuch Island,
海獭岩,Sea Otter Rocks,
羅塞爾島,Rossel Island,
聖巴巴拉島,Santa Barbara Island,
蒂斯內斯島,Tysnesøy,
龍鼓洲,Lung Kwu Chau,
彼德曼島,Petermann Island,
长兴岛,Q287380,
尼奧焦爾島,Q292306,
糧船灣,High Island,
圖朗島,Tulang Island,
康沃利斯島,Cornwallis Island,
特雷斯科岛,Tresco,
努瓦爾穆捷島,Noirmoutier,
福煦岛,île Foch,
史密斯島,Smith Island,
大利亞霍夫島,Bolshoy Lyakhovsky Island,
弗洛迪島,"Flodday, Sound of Barra",
帕托斯島,Patos Island,
派拉戈斯島,Kyra Panagia,
潘塔爾島,Pantar,
亞斯島,Yas Island,
八丈島,Hachijō-jima,
北羅納德賽島,North Ronaldsay,
德西島,Dursey Island,
桑迪島,"Sanday, Orkney",
賈烏爾島,Dyaul Island,
兔子島 (柬埔寨),Koh Thonsáy,
東巴拉島,East Burra,
拉塔地島,Latady Island,
烏耶季涅尼亞島,Uyedineniya Island,
馬克爾島,Muckle Roe,
奧內阿塔島,Q2024128,
聖斯特凡諾島,Santo Stefano,
諾斯島,Noss,
馬拉帕斯卡島,Malapascua,
卡納加島,Kanaga Island,
基努島,Kihnu,
塔亞羅環礁,Taiaro,
拉肯巴島,Lakeba,
波波夫島 (美國),Popof Island,
南达尔帕蒂岛,New Moore Island,
斯萊奇島,Sledge Island,
斯特林島,Strynø,
歇爾布羅島,Sherbro Island,
維多利亞島,Victoria Island,
馬久利島,Majuli,
貝尼奇耶島,Q292204,
博蒙特島,Beaumont Island,
德弗羅爾島,Deverall Island,
端島,Hashima Island,
迪克島,Q967751,
龍山島 (越南),Long Sơn,
普羅文斯島,Province Island,
梅德利岩,Medley Rocks,
雷岛,île de Ré,
圣玛丽斯岛,St Mary's,
帕克島,Q2046562,
蘇薩克島,Susak,
巴拉海島,Barra Head,
新及島,Singkep,
拉臘克島,Larak Island,
佐努薩島,Donoussa,
東方號島,Vostok Island,
桑德斯島,Saunders Island,
安赫爾德拉瓜爾達島,Isla Ángel de la Guarda,
斯里哈莫克島,Three Hummock Island,
烏沙科夫島,Ushakov Island,
久杰夫島,Zyudev Island,
特隆凱托島,Tronchetto,
小珊瑚島,Ko Lan,
路易吉島,Luigi Island,
圖雷亞環礁,Tureia,
聖大衛島,St. David's Island,
聖安娜島,Ste. Anne Island,
托諾瓦斯島,Tonowas,
鳥島 (塞內加爾),Q292474,
魯賓遜克魯索島,Robinson Crusoe Island,
渡島小島,Kojima,
卡拉莫斯島,Kalamos,
帕塞島,Île de la Passe,
特爾島,Tail Island,
阿卜杜勒庫里島,Abd al Kuri,
西島,île de l'Ouest,
阿尔库季岛,Arkoudi,
希蒂環礁,Hiti,
墨丘利島,Mercury Island,
恩戈爾島,Q1330062,
雷索卢申岛,"Resolution Island, New Zealand",
布勞頓島,Broutona,
拉賽島,Raasay,
杰贝尔·阿尔泰尔岛,Jabal al-Tair Island,
格里菲斯島,Griffith Island,
卡馬蘭島,Kamaran,
克佩爾島,Keppel Island,
曼塞爾島,Mansel Island,
米蘇爾島,Misool,
紹納島,Saona Island,
薩圖納島,Saturna Island,
克里斯琴王島,King Christian Island,
基尔瓦基斯瓦尼,Kilwa Kisiwani,
馬尼希環礁,Manihi,
阿基爾貝格島,Achillbeg,
帕拉馬島,Parama Island,
西格尼島,Signy Island,
阿納斯塔西亞島,St. Anastasia Island,
伊塔帕里卡島,Itaparica Island,
馬丁礁,Martin Reef,
阿德莱德岛,Adelaide Island,
企鵝島 (克羅澤群島),île des Pingouins,
奥莱龙岛,Oléron,
比爾斯島,Bills Island,
波塞申島,île de la Possession,
敦謙沙洲,Sand Cay,
埃默拉爾德島 (西北地區),Emerald Isle,
努庫塔瓦凱環礁,Nukutavake,
斯維塔島,Switha,
馬尼西基,Manihiki,
布赖尔岛,"Bryher, Isles of Scilly",
高格納島,Gorgona Island,
德朗蓋島,Drangey,
湄洲岛,Meizhou Island,
塞布尔岛,Sable Island,
布拉哈島,Île Sainte-Marie,
蓋茨黑德島,Gateshead Island,
奧爾島,Pulau Aur,
戈公島,Koh Kong,
卡韋希環礁,Kauehi,
倫龐島,Rempang,
土珠島,Thổ Chu Island,
圣艾格尼丝岛,"St Agnes, Isles of Scilly",
大廷奧薩島,Tinhosa Grande,
德薩島,Texa,
斯皮德韋爾島,Speedwell Island,
斯特朗賽島,Stronsay,
萊穆伊島,Lemuy Island,
卡爾卡爾普科島,Karkarpko Island,
普提雅廷島,Putyatin Island,
東島 (克羅澤群島),île de l'Est,
波特島,île du Port,
瓦什島,Île à Vache,
林島,Luing,
卡門島,Isla del Carmen,
南硫磺島,South Iwo Jima,
特賴根島,Traiguen Island,
瑪娜島,"Mana Island, New Zealand",
菲斯卡爾島,Ilha Fiscal,
埃米勞島,Emirau Island,
海島,Sea Island,
皇家地理學會群島,Royal Geographical Society Island,
卡瓦爾加島,Q1737212,
布吉島,Phuket,
大卡伊島,Kai Besar,
基绍尔,Kisar,
萊維薩島,Levitha,
莫拉內環礁,Morane,
馬洛島,Malo Island,
埃利奧特夫人島,Lady Elliot Island,
拉莫特雷克環礁,Lamotrek,
聖皮埃爾島,St. Pierre Island,
大穆克薩爾馬島,Bolshaya Muksalma,
瓦圖貝拉群島,Watubela archipelago,
佩夏內島,Peschany Island,
巴斯蒂門多斯島,Bastimentos Island,
羅島,Ro,
阿格蒂岛,Agatti Island,
南森島,Nansen Island,
方阿陶環礁,Fangatau,
梅托馬島,Q1321288,
松轮岛,Matua,
弗雷登島,Q1771004,
拉瓦島,Rava,
薩莫伊洛維恰島,Q2057666,
朗布隆島,Romblon,
伊尔德巴特,île de Batz,
阿波特爾群島,îlots des Apôtres,
烏弗瑙島,Ufenau,
約斯·蘇達索島,Yos Sudarso Island,
埃爾科島,Elcho Island,
阿拉巴特島,Alabat,
穆胡島,Muhu,
塔庫梅環礁,Takume,
馬努瓦埃環礁 (庫克群島),Manuae,
亞利島,Gyali,
紐阿福歐島,Niuafoʻou,
斯特靈島,Stirling Island,
仲之神島,Nakanokamishima,
小利亞霍夫島,Maly Lyakhovsky Island,
約斯特范代克島,Jost Van Dyke,
謝苗諾夫斯基島,Semyonovsky Island,
伊巴雅特島,Itbayat Island,
塞瓦尔德斯群岛,Jason Islands,
舟山岛,Zhoushan Island,
馬西島,Massey Island,
塞爾比約恩島,Selbjørn,
圣马丁斯岛,"St Martin's, Isles of Scilly",
帕吉特島,"Paget Island, Bermuda",
惠迪島,Whiddy Island,
班本島,Pāmban Island,
米特科夫島,Mitkof Island,
蘇皮奧里島,Supiori island,
聖瑪格麗特島,île Sainte-Marguerite,
葉瓦利夫島,Yeva-Liv Island,
科莫島,Q1780663,
白地群島,Belaya Zemlya,
科莫蘭島,Komoran,
胡夫塔爾島,Huftarøy,
萊盧島,Lelu Island,
龟屿,Kusu Island,
托爾圖加島,Q2066195,
普魯姆普丁島,Q2099723,
普洛安娜島,Q2118012,
鮑威爾島,Powell Island,
宝石岛,Gemia Island,
烏埃桑島,Quessant,
