label,cityLabel,city
漢斯·馬格努斯·恩岑斯貝格爾,Hans Magnus Enzensberger,http://www.wikidata.org/entity/Q44584
爱伦·坡,Edgar Allan Poe,http://www.wikidata.org/entity/Q16867
呂克-阿道夫·迪奧,Luc-Adolphe Tiao,http://www.wikidata.org/entity/Q57882
路德维希·莱尔斯塔勃,Ludwig Rellstab,http://www.wikidata.org/entity/Q28858
查尔斯·狄更斯,Charles Dickens,http://www.wikidata.org/entity/Q5686
加夫列尔·加西亚·马尔克斯,Gabriel García Márquez,http://www.wikidata.org/entity/Q5878
安东·帕夫洛维奇·契诃夫,Anton Chekhov,http://www.wikidata.org/entity/Q5685
約翰內斯·勞,Johannes Rau,http://www.wikidata.org/entity/Q2551
蘇·加德納,Sue Gardner,http://www.wikidata.org/entity/Q7524
西蒙·波娃,Simone de Beauvoir,http://www.wikidata.org/entity/Q7197
蒂博尔·塞凯伊,Tibor Sekelj,http://www.wikidata.org/entity/Q10716
王尔德,Oscar Wilde,http://www.wikidata.org/entity/Q30875
阿尔·戈尔,Al Gore Jr.,http://www.wikidata.org/entity/Q19673
乔治·桑,George Sand,http://www.wikidata.org/entity/Q3816
卡尔·巴克斯,Carl Barks,http://www.wikidata.org/entity/Q11941
塞斯·梅耶斯,Seth Meyers,http://www.wikidata.org/entity/Q14536
居伊·德·莫泊桑,Guy de Maupassant,http://www.wikidata.org/entity/Q9327
圣雄甘地,Mahatma Gandhi,http://www.wikidata.org/entity/Q1001
丹·布朗,Dan Brown,http://www.wikidata.org/entity/Q7345
詹妮特·麥柯迪,Jannette MaCurdy,http://www.wikidata.org/entity/Q4473
朱利安·阿桑奇,Julian Assange,http://www.wikidata.org/entity/Q360
皮埃爾-約瑟夫·普魯東,Pierre-Joseph Proudhon,http://www.wikidata.org/entity/Q5749
堅克·維吾爾,Cenk Uygur,http://www.wikidata.org/entity/Q19658
威廉·李卜克内西,Wilhelm Liebknecht,http://www.wikidata.org/entity/Q20127
比利·懷德,Billy Wilder,http://www.wikidata.org/entity/Q51547
亞歷山大·克瓦希涅夫斯基,Aleksander Kwaśniewski,http://www.wikidata.org/entity/Q55758
伊力·盧馬,Éric Rohmer,http://www.wikidata.org/entity/Q50764
伊迪絲Auffray,Édith Auffray,http://www.wikidata.org/entity/Q50657
伊扎克·巴别尔,Isaak Babel,http://www.wikidata.org/entity/Q49080
勒內·克萊爾,René Clair,http://www.wikidata.org/entity/Q55388
哈马迪·杰巴里,Hamadi Jebali,http://www.wikidata.org/entity/Q57699
孔萨利克,Heinz G. Konsalik,http://www.wikidata.org/entity/Q60753
戴爾·戴伊,Dale Dye,http://www.wikidata.org/entity/Q51814
狄特里希·埃卡特,Dietrich Eckart,http://www.wikidata.org/entity/Q60259
瓦尔特·冯克,Walther Funk,http://www.wikidata.org/entity/Q57237
約阿希姆·費斯特,Joachim Fest,http://www.wikidata.org/entity/Q57372
胡安·曼努埃尔·桑托斯,Juan Manuel Santos,http://www.wikidata.org/entity/Q57311
艾默利·普萊斯柏格,Emeric Pressburger,http://www.wikidata.org/entity/Q55230
路易斯·法拉堪,Louis Farrakhan,http://www.wikidata.org/entity/Q49075
奥克塔夫·米尔博,Octave Mirbeau,http://www.wikidata.org/entity/Q23441
米洛斯·希爾加斯基,Miloš Crnjanski,http://www.wikidata.org/entity/Q31215
斯蒂芬·金,Stephen King,http://www.wikidata.org/entity/Q39829
米格尔·安赫尔·阿斯图里亚斯,cristian eduardo castellanos,http://www.wikidata.org/entity/Q75603
納達爾,Nadar,http://www.wikidata.org/entity/Q40116
麥可·哈斯丁 (記者),Michael Hastings,http://www.wikidata.org/entity/Q44706
乌尔丽克·梅茵霍芙,Ulrike Meinhof,http://www.wikidata.org/entity/Q76543
埃得·扎德,Edzard Ernst,http://www.wikidata.org/entity/Q70166
延斯·托特,Jens Todt,http://www.wikidata.org/entity/Q66925
提波尔·戴瑞,Tibor Déry,http://www.wikidata.org/entity/Q72938
艾薩克·巴甚維斯·辛格,Isaac Bashevis Singer,http://www.wikidata.org/entity/Q75612
阿格涅·米蓋爾,Agnes Miegel,http://www.wikidata.org/entity/Q67013
阿爾弗雷德·羅森堡,Alfred Rosenberg,http://www.wikidata.org/entity/Q75849
亨利克·显克微支,Henryk Sienkiewicz,http://www.wikidata.org/entity/Q41502
克里斯托弗·希欽斯,Christopher Hitchens,http://www.wikidata.org/entity/Q49081
安德烈·紀德,André Gide,http://www.wikidata.org/entity/Q47484
海因里希·海涅,Heinrich Heine,http://www.wikidata.org/entity/Q44403
皮耶·德·馬里沃,Pierre de Marivaux,http://www.wikidata.org/entity/Q49478
胡適,Hu Shih,http://www.wikidata.org/entity/Q47667
詹弗蘭科·菲尼,Gianfranco Fini,http://www.wikidata.org/entity/Q47583
蘭斯·汀蓋,Lance Tingay,http://www.wikidata.org/entity/Q12747
麥可·柯爾,Michael Cole,http://www.wikidata.org/entity/Q57296
马克西姆·高尔基,Maxim Gorky,http://www.wikidata.org/entity/Q12706
伊丽莎白·诺艾尔-诺依曼,Elisabeth Noelle-Neumann,http://www.wikidata.org/entity/Q60804
佛朗茲·西格,Franz Sigel,http://www.wikidata.org/entity/Q63190
佩爾·阿爾賓·漢森,Per Albin Hansson,http://www.wikidata.org/entity/Q53660
卡尔·亚尔马·布兰廷,Hjalmar Branting,http://www.wikidata.org/entity/Q53620
埃米爾·路德維希,Emil Ludwig,http://www.wikidata.org/entity/Q58836
埃贡·巴尔,Egon Bahr,http://www.wikidata.org/entity/Q62206
巴巴拉·塔奇曼,Barbara W. Tuchman,http://www.wikidata.org/entity/Q59112
库尔特·图霍夫斯基,Kurt Tucholsky,http://www.wikidata.org/entity/Q57386
托马斯·亨德里克·伊尔韦斯,Toomas Hendrik Ilves,http://www.wikidata.org/entity/Q57289
阿尔弗雷德·德布林,Alfred Döblin,http://www.wikidata.org/entity/Q57389
阿尔布雷希特·贝姆,Albrecht Behmel,http://www.wikidata.org/entity/Q61325
阿尔弗雷德·艾森士塔特,Alfred Eisenstaedt,http://www.wikidata.org/entity/Q62081
阿爾諾德·盧格,Arnold Ruge,http://www.wikidata.org/entity/Q61558
雅各·布克哈特,Jacob Burckhardt,http://www.wikidata.org/entity/Q59945
鲁道夫·奥格斯坦,Rudolf Augstein,http://www.wikidata.org/entity/Q62414
弗里德里希·席勒,Friedrich Schiller,http://www.wikidata.org/entity/Q22670
比约恩斯彻纳·比昂松,Bjørnstjerne Bjørnson,http://www.wikidata.org/entity/Q46405
米爾恰·伊利亞德,Mircea Eliade,http://www.wikidata.org/entity/Q41590
亞瑟·鮑爾德,Artur Balder,http://www.wikidata.org/entity/Q59206
亚德兰卡·科索尔,Jadranka Kosor,http://www.wikidata.org/entity/Q57611
克里斯塔·沃尔夫,Christa Wolf,http://www.wikidata.org/entity/Q57382
埃尔基·图奥米奥亚,Erkki Tuomioja,http://www.wikidata.org/entity/Q58121
塔德乌什·马佐维耶茨基,Tadeusz Mazowiecki,http://www.wikidata.org/entity/Q55922
布麗奇特·莫因豪普特,Brigitte Mohnhaupt,http://www.wikidata.org/entity/Q57869
弗朗索瓦-勒内·德·夏多布里昂,François-René de Chateaubriand,http://www.wikidata.org/entity/Q49767
帕特里克•康利,Patrick Conley,http://www.wikidata.org/entity/Q50039
查希亚·额勒贝格道尔吉,Tsakhiagiin Elbegdorj,http://www.wikidata.org/entity/Q57421
毛里西奥·富内斯,Mauricio Funes,http://www.wikidata.org/entity/Q57342
特奥多尔·莱辛,Theodor Lessing,http://www.wikidata.org/entity/Q61446
艾爾法特·愛因斯坦,Alfred Einstein,http://www.wikidata.org/entity/Q60197
马库斯·沃尔夫,Markus Wolf,http://www.wikidata.org/entity/Q57399
吉多·克諾普,Guido Knopp,http://www.wikidata.org/entity/Q63211
埃米爾·岡貝爾,Emil Julius Gumbel,http://www.wikidata.org/entity/Q63826
比爾·布蘭特,Bill Brandt,http://www.wikidata.org/entity/Q63184
斯蒂芬妮·茨威格,Stefanie Zweig,http://www.wikidata.org/entity/Q62680
路易·樂華,Louis Leroy,http://www.wikidata.org/entity/Q50659
埃利希·克斯特納,Erich Kästner,http://www.wikidata.org/entity/Q76546
威廉·沃尔夫,Wilhelm Wolff,http://www.wikidata.org/entity/Q71110
海因里希,Heinrich Held,http://www.wikidata.org/entity/Q69033
櫻內幸雄,Yukio Sakurauchi,http://www.wikidata.org/entity/Q73283
阿卜杜拉赫曼·瓦希德,Abdurrahman Wahid,http://www.wikidata.org/entity/Q76167
齊格弗里德·科拉考爾,Siegfried Kracauer,http://www.wikidata.org/entity/Q76435
齊格飛·藍茨,Siegfried Lenz,http://www.wikidata.org/entity/Q76412
乔纳森·罗斯,Jonathan Ross,http://www.wikidata.org/entity/Q40054
凯尔泰斯·伊姆雷,Imre Kertész,http://www.wikidata.org/entity/Q47755
米娜·賈巴內利,Milena Gabanelli,http://www.wikidata.org/entity/Q47522
贾米尼亚,Djalminha,http://www.wikidata.org/entity/Q47489
金一葉,Kim Il-yeop,http://www.wikidata.org/entity/Q46259
