label,cityLabel,countryLabel
莫斯科中山大学,Moscow Sun Yat-sen University,Soviet Union
培材大学,Pai Chai University,South Korea
龍仁大學,Yong In University,South Korea
克劳斯塔尔工业大学,Clausthal University of Technology,Germany
莫斯科動力工程學院,Moscow Power Engineering Institute,Russia
楊百翰大學,Brigham Young University,United States of America
桂林电子科技大学,Guilin University of Electronic Technology,People's Republic of China
科隆大学,University of Cologne,Germany
秋田縣立大學,Akita Prefectural University,Japan
哈桑丁大學,Hasanuddin University,Indonesia
保加利亞美國大學,American University in Bulgaria,Bulgaria
巴塞尔大学,University of Basel,Switzerland
新罕布什尔大学,University of New Hampshire,United States of America
维思大学,Wesleyan University,United States of America
伯克利音樂學院,Berklee College of Music,United States of America
东京大学,University of Tokyo,Japan
基輔理工學院,Kyiv Polytechnic Institute,Ukraine
阿德莱德大学,University of Adelaide,Australia
朝鮮大學,Chosun University,South Korea
釜山大学,Pusan National University,South Korea
科英布拉大學,University of Coimbra,Portugal
加州理工學院,California Institute of Technology,United States of America
高麗大學,Korea University,South Korea
全北大學,Chonbuk National University,South Korea
国际法律经营大学,Transnational Law and Business University,South Korea
韓瑞大學,Hanseo University,South Korea
里尔中央理工学院,École Centrale de Lille,France
金日成軍事綜合大學,Kim Il-sung Military University,North Korea
基辅大学,Taras Shevchenko National University of Kyiv,Ukraine
中州科技大學,Chung Chou University of Science and Technology,Taiwan
名寄市立大学,Nayoro City University,Japan
蒙特利尔大学,Université de Montréal,Canada
青雲大學,Chungwoon University,South Korea
法语天主教鲁汶大学,Université catholique de Louvain,Belgium
基辅大学,Taras Shevchenko National University of Kyiv,Soviet Union
ESCP欧洲商学院,ESCP Europe,France
剑桥大学,University of Cambridge,United Kingdom
阿威羅大學,University of Aveiro,Portugal
新莱昂自治大学,Universidad Autónoma de Nuevo León,Mexico
赫尔辛基大学,University of Helsinki,Finland
西江大学,Sogang University,South Korea
河南大学,Henan University,People's Republic of China
基辅大学,Taras Shevchenko National University of Kyiv,Russian Empire
國立清華大學,National Tsing Hua University,Taiwan
日本醫科大學,Nippon Medical School,Japan
比奥比奥大学,University of the Bío-Bío,Chile
悉尼大學,University of Sydney,Australia
俄勒岡衛生科技大學,Oregon Health & Science University,United States of America
平壤外國語大學,Pyongyang University of Foreign Studies,North Korea
成蹊大學,Seikei University,Japan
布蘭登堡理工大學,Brandenburg University of Technology,Germany
東南路易斯安那大學,Southeastern Louisiana University,United States of America
米纳斯吉拉斯联邦大学,Universidade Federal de Minas Gerais,Brazil
富尔达应用科学大学,Fulda University of Applied Sciences,Germany
朗道大學,University of Koblenz and Landau,Germany
平壤金元均音樂大學,Pyongyang University of Music and Dance,North Korea
中佛罗里达大学,University of Central Florida,United States of America
安養大學,Anyang University,South Korea
戴維斯加利福尼亞大學,"University of California, Davis",United States of America
廣島大學,Hiroshima University,Japan
澳大利亞國立大學,Australian National University,Australia
米蘭理工大學,Politecnico di Milano,Italy
爱知大学,Aichi University,Japan
泰國農業大學,Kasetsart University,Thailand
范德堡大学,Vanderbilt University,United States of America
格賴夫斯瓦爾德大學,University of Greifswald,Germany
路易斯安那大學拉法葉分校,University of Louisiana at Lafayette,United States of America
