label,cityLabel,countryLabel
馬扎里沙里夫,Mazar-i-Sharif Airport,Afghanistan
太平島機場,Taiping Island Airport,Taiwan
埃尔福特-魏玛机场,Erfurt-Weimar Airport,Germany
巴拉機場,Barra Airport,Brazil
奎达国际机场,Quetta International Airport,Pakistan
玛纳斯国际机场,Manas International Airport,Kyrgyzstan
金蘭國際機場,Cam Ranh International Airport,Vietnam
汉堡机场,Hamburg Airport,Germany
彼德拉斯內格拉斯,Piedras Negras International Airport,Mexico
图尔库机场,Turku Airport,Finland
大马士革国际机场,Damascus International Airport,Syria
卡瓦拉亚历山大大帝国际机场,Kavala International Airport,Greece
伍拉·賴國際機場,Ngurah Rai International Airport,Indonesia
北京首都国际机场,Beijing Capital International Airport,People's Republic of China
玉树巴塘机场,Yushu Batang Airport,People's Republic of China
卡尔加里国际机场,Calgary International Airport,Canada
巴黎夏尔·戴高乐机场,Paris-Charles de Gaulle Airport,France
的黎波里国际机场,Tripoli International Airport,Libya
贝尼纳国际机场,Benina International Airport,Libya
喀山國際機場,Kazan International Airport,Russia
布里斯班機場,Brisbane Airport,Australia
贝鲁特－拉菲克·哈里里国际机场,Beirut–Rafic Hariri International Airport,Lebanon
西沃萨古尔·拉姆古兰爵士国际机场,Sir Seewoosagur Ramgoolam International Airport,Mauritius
蒂魯吉拉帕利,Tiruchirapalli Airport,India
戈夫機場,Gove Airport,Australia
广州白云国际机场,Guangzhou Baiyun International Airport,People's Republic of China
里加国际机场,Riga International Airport,Latvia
法兰克福机场,Frankfurt Airport,Germany
大邱國際機場,Daegu International Airport,South Korea
博莱国际机场,Addis Ababa Bole International Airport,Ethiopia
哥德堡－蘭德維特機場,Gothenburg-Landvetter Airport,Sweden
斯德哥尔摩－巴尔卡比机场,Barkarby Airport,Sweden
努克机场,Nuuk Airport,Greenland
坦佩雷－皮尔卡拉机场,Tampere-Pirkkala Airport,Finland
布鲁塞尔机场,Brussels Airport,Belgium
木尔坦国际机场,Multan International Airport,Pakistan
維也納國際機場,Vienna International Airport,Austria
突尼斯－迦太基国际机场,Tunis–Carthage International Airport,Tunisia
坎大哈国际机场,Kandahar International Airport,Afghanistan
臺灣桃園國際機場,Taoyuan International Airport,Taiwan
张掖甘州机场,Zhangye Ganzhou Airport,People's Republic of China
金昌金川机场,Jinchang Jinchuan Airport,People's Republic of China
喀土穆国际机场,Khartoum International Airport,Sudan
奧里斯塔諾-Fenosu機場,Oristano-Fenosu Airport,Italy
印第安纳波利斯国际机场,Indianapolis International Airport,United States of America
聖加侖-阿爾滕萊茵機場,St. Gallen-Altenrhein Airport,Switzerland
斯德哥爾摩－韋斯特羅斯機場,Stockholm Västerås Airport,Sweden
沙阿贾拉勒国际机场,Shahjalal International Airport,Bangladesh
克赖斯特彻奇国际机场,Christchurch International Airport,New Zealand
哥伦布国际机场,John Glenn Columbus International Airport,United States of America
上海浦东国际机场,Shanghai Pudong International Airport,People's Republic of China
丹佛國際機場,Denver International Airport,United States of America
傑克遜斯國際機場,Jacksons International Airport,Papua New Guinea
海州機場,Haeju Airport,North Korea
易卜拉欣·納西爾國際機場,Ibrahim Nasir International Airport,Maldives
阿拉克機場,Arak Airport,Iran
坎甘巴機場,Cangamba Airport,Angola
芝加哥中途国际机场,Chicago Midway International Airport,United States of America
朝阳机场,Chaoyang Airport,People's Republic of China
大加那利机场,Gran Canaria Airport,Spain
北帕莫斯頓國際機場,Palmerston North International Airport,New Zealand
費薩拉巴德,Faisalabad International Airport,Pakistan
邁亞密國際機場,Miami International Airport,United States of America
费尔南多·萨·卡内罗机场,Francisco de Sá Carneiro Airport,Portugal
