label,cityLabel,countryLabel
三鶯二橋,Q10867145,Taiwan
巴约纳大桥,Bayonne Bridge,United States of America
平福橋,Q10752341,Vietnam
雪梨港灣大橋,Sydney Harbour Bridge,Australia
刻赤海峽大橋,Kerch Strait Bridge,Russia
刻赤海峽大橋,Kerch Strait Bridge,Ukraine
伊拉斯謨橋,Erasmusbrug,Netherlands
中沙大橋 (濁水溪),Q10875773,Taiwan
后豐大橋,Q10917981,Taiwan
欧洲广场,place de l'Europe,France
丸山水壩,Maruyama Dam,Japan
八字桥,Q10892089,People's Republic of China
千廝門嘉陵江大橋,Q10904903,People's Republic of China
南洲大桥,Q10908420,People's Republic of China
南翔桥,Q10908850,People's Republic of China
古榕双桥,Q10913399,People's Republic of China
古田桥,Q10913499,People's Republic of China
桂河鐵路橋,River Kwai bridge,Thailand
阿波羅橋,Apollo Bridge,Slovakia
安德逊桥,Anderson Bridge,Singapore
三门口大桥,Q10867067,People's Republic of China
波尼亞托夫斯基橋,Poniatowski Bridge,Poland
普尔特尼桥,Pulteney Bridge,United Kingdom
西貢橋,Saigon Bridge,Vietnam
舒什塔爾歷史水力系統,Shushtar Historical Hydraulic System,Iran
槟城第二大桥,Sultan Abdul Halim Muadzam Shah Bridge,Malaysia
海島橋,Sea Island Connector,Canada
兴宁桥,Q10894153,People's Republic of China
净瓶山大桥,Q10895698,People's Republic of China
南京长江五桥,Q10906923,People's Republic of China
南澳跨海大桥,Q10908663,People's Republic of China
新見沼大橋收費道路,New Minuma Bridge toll road,Japan
托內爾橋,Pont de la Tournelle,France
蒂莎·布勒斯頓,Severn River Bridge,United States of America
謝佩立交橋,Sheppey Crossing,United Kingdom
昆斯费里大桥,Queensferry Crossing,United Kingdom
紅橋 (邊界),Red Bridge,Azerbaijan
紅橋 (邊界),Red Bridge,Georgia
栖旭桥,Q10752403,Vietnam
青岛胶州湾大桥,Jiaozhou Bay Bridge,People's Republic of China
舊橋,Starý most,Slovakia
石板沟长江大桥,Shibangou Bridge,People's Republic of China
三峽拱橋,Q10865947,Taiwan
中彰大橋,Q10875532,Taiwan
公司田溪橋遺跡,Q10892637,Taiwan
新四木橋,Q11501517,Japan
圣彼得桥,St. Peter's Bridge,Slovenia
东海岛跨海大桥,Q10870660,People's Republic of China
卜平大桥,Pupin Bridge,Serbia
凉水河特大桥,Q10895847,People's Republic of China
北斗七星桥,Q10903013,People's Republic of China
双虹桥,Q10912533,People's Republic of China
壽昌橋,Q10931675,People's Republic of China
勝利橋,Haghtanak bridge,Armenia
奧斯特利茨橋,Pont d'Austerlitz,France
桃夭门大桥,Taoyaomen Bridge,People's Republic of China
藍色驚奇,Blue Wonder,Germany
阿达大桥,Ada Bridge,Serbia
