label,cityLabel,countryLabel
塔尼斯,Tanis,Egypt
福泉山遗址,Fuquanshan site,People's Republic of China
哈图沙,Hattusa,Turkey
古羅馬廣場,Roman Forum,Italy
贝希斯敦铭文,Behistun Inscription,Iran
查海遗址,Chahai,People's Republic of China
尼科波利斯,Nicopolis,Greece
塞内冈比亚石圈,Senegambian stone circles,Gambia
小河墓地,Xiaohe Cemetery,People's Republic of China
婆羅浮屠,Borobudur,Indonesia
以弗所,Ephesus,Turkey
塔什库尔干镇,Tashkurgan,People's Republic of China
帕伦克,Palenque,Mexico
示罗,Shiloh,West Bank
梅滕修道院,Metten Abbey,Germany
烏姆·卡伯,Umm el-Qa'ab,Egypt
比斯庫平,Biskupin,Poland
基低斯,Kedesh,Israel
阿耳忒弥斯神庙,Temple of Artemis,Turkey
柏威夏寺,Preah Vihear Temple,Cambodia
內克爾島,Necker Island,United States of America
孟卡拉金字塔,Pyramid of Menkaure,Egypt
拉本塔,La Venta,Mexico
塞勒海德,Salkhad,Syria
尚龐–巴瓦加德考古公園,Champaner-Pavagadh Archaeological Park,India
圣剑寺,Preah Khan,Cambodia
潮州窑,Q1062606,People's Republic of China
斯科普里水道橋,Skopje Aqueduct,Republic of Macedonia
梅萨维德国家公园,Mesa Verde National Park,United States of America
昔兰尼,Cyrene,Libya
尼薩,Nisa,Turkmenistan
胡夫金字塔,Great Pyramid of Giza,Egypt
尼薩,Nisa,Parthian Empire
泰爾阿斯瓦德遺址,Tell Aswad,Syria
康考迪亞神廟,Temple of Concord,Italy
霍去病墓,tomb of Huo Qubing,People's Republic of China
帕洛貝爾德國家公園,Monte Verde,Chile
罗马斗兽场,Colosseum,Italy
南汉二陵,Q232014,People's Republic of China
訶里訶羅洛耶,Hariharalaya,Cambodia
巴勒贝克,Baalbek,Lebanon
卡纳克巨石林,Carnac stones,France
KV62,KV62,Egypt
蒂卡尔,Tikal.,Guatemala
波图努斯神庙,Temple of Portunus,Italy
磁州窑,Cizhou ware,People's Republic of China
李鄭屋漢墓博物館,Lei Cheng Uk Han Tomb Museum,People's Republic of China
埃克巴蘭,Ek' Balam,Mexico
临淄齐国故城,Ancient Linzi,People's Republic of China
扎赫拉古城,Medina Azahara,Spain
赫库兰尼姆古城,Herculaneum,Italy
迦毗羅衛,"Taulihawa, Nepal",Nepal
圖密善競技場,Stadium of Domitian,Italy
塞利农特,Selinunte,Italy
庫邁,Cumae,Italy
瓦爾納墓地,Varna Necropolis,Bulgaria
莫尼特號蒸汽砲艦,USS Monitor,United States of America
快犬,Cynosarges,Greece
里亞格,Rayak,Lebanon
卡纳克神庙,Karnak,Egypt
巴特、库特姆和艾因考古遗址,"Bat, Al-and Al-Ayn Khutm",Oman
蘭塞奧茲牧草地,L'Anse-aux-Meadows,Canada
潘提卡彭,Panticapaeum,Ukraine
布隆伯斯洞窟,Blombos Cave,South Africa
锡巴里斯,Sybaris,Italy
黑曜石崖,Obsidian Cliff,United States of America
尼姆竞技场,Arena of Nîmes,France
吉野里遺址,Yoshinogari site,Japan
卡哈帕奇,Cahal Pech,Belize
南唐二陵,Q232074,People's Republic of China
埃皮達魯斯,Epidaurus,Greece
蘇薩,Susa,Iran
武爾奇,Volci,Italy
摩索拉斯王陵墓,Mausoleum of Maussollos,Turkey
三內丸山遺跡,Sannai-Maruyama site,Japan
美茲哥哈納,Mazghuna,Egypt
埃洛拉石窟,Ellora Caves,India
帝國議事廣場,Imperial fora,Italy
圣玛策林及圣伯多禄墓窟,Catacombs of Marcellinus and Peter,Italy
米太旁登,Metapontum,Italy
那烂陀寺,Nalanda,India
奥林匹亚,Olympia,Greece
奥杜威峡谷,Olduvai Gorge,Tanzania
三星堆遗址,Sanxingdui,People's Republic of China
长沙铜官窑遗址,Changsha Tongguan Kiln Site,People's Republic of China
尼普爾,Nippur,Iraq
泥河湾遗址,Nihewan,People's Republic of China
甑皮岩遗址,Zengpiyan,People's Republic of China
公牛墓,Tomb of the Bulls,Italy
萨克塞华曼,Sacsayhuamán,Peru
唐乾陵,Qianling Mausoleum,People's Republic of China
瓦斐奥,Vaphio,Greece
城头山遗址,Chengtoushan,People's Republic of China
薩摩斯島的赫拉神廟,Heraion of Samos,Greece
阿尔勒竞技场,Arles Amphitheatre,France
拉爾薩,Larsa,Iraq
梯林斯,Tiryns,Greece
楼兰,Loulan Kingdom,People's Republic of China
君士坦丁堡,Constantinople,Byzantine Empire
特茹发电中心,Tejo Power Station,Portugal
希波城,Hippo Regius,Algeria
老底嘉,Laodicea on the Lycus,Turkey
伊什塔克爾,Istakhr,Iran
梅赫爾格爾,Mehrgarh,Pakistan
厄瑞克忒翁神庙,Erechtheion,Greece
