label,cityLabel,countryLabel
Neuer Schottenfriedhof,Neuer Schottenfriedhof,Austria
新圣女公墓,Novodevichy Cemetery,Russia
聖維吉爾教堂,Q1703634,Austria
北寨墓群,Q814953,People's Republic of China
哥伦布公墓 (哈瓦那),"Colon Cemetery, Havana",Cuba
荷里活永生公墓,Hollywood Forever Cemetery,United States of America
普哈丁墓,Puhaddin,People's Republic of China
明祖陵,Ming Ancestors Mausoleum,People's Republic of China
拉肯墓園,Laeken Cemetery,Belgium
耶齁給公墓,Errancis Cemetery,France
赤柱軍人墳場,Stanley Military Cemetery,United Kingdom
米兰纪念墓园,Cimitero Monumentale di Milano,Italy
湖景公墓,Lake View Cemetery,United States of America
林地公墓,Skogskyrkogården,Sweden
弗里德里希斯费尔德中央公墓,Zentralfriedhof Friedrichsfelde,Germany
顯忠院,Seoul National Cemetery,South Korea
藏王墓,Valley of the Kings,People's Republic of China
济北王墓,Tomb of the Jibei King,People's Republic of China
塔巴-波休山,Thaba Bosiu,Lesotho
百基拉地下墓穴,Catacomb of Priscilla,Italy
瓜廖爾堡,Gwalior Fort,India
羅瑟克蘭堡國家公墓,Fort Rosecrans National Cemetery,United States of America
柏林,Waldfriedhof Dahlem,Germany
太平戰爭公墓,Taiping War Cemetery,United Kingdom
北布林墓地,North Burial Ground,United States of America
太平戰爭公墓,Taiping War Cemetery,Malaysia
谷仓墓地,Granary Burying Ground,United States of America
沃夫寇特公墓,Wolvercote Cemetery,United Kingdom
马茨来恩斯多夫新教公墓,Matzleinsdorf Protestant Cemetery,Austria
叶尔羌汗国王陵,Yarkand Khant Royal cimetery,People's Republic of China
南山墓园,Q17022746,People's Republic of China
楼兰墓群,Q17003272,People's Republic of China
汤王墓,Q17028699,People's Republic of China
漢楚王墓群,Q17001654,People's Republic of China
状元易祓墓,Q17039907,People's Republic of China
窦氏青山,Q17030956,People's Republic of China
米氏太夫人墓,Q17032077,People's Republic of China
蕉山革命烈士陵园,Q17035694,People's Republic of China
赵佗先人墓,Q17040287,People's Republic of China
金山汉墓群,Q17039736,People's Republic of China
陶梁民及其家眷墓,Q17034780,People's Republic of China
坎尾山古墓群,Q17023573,People's Republic of China
尧陵,Q17024879,People's Republic of China
漢原陵,Q17032650,People's Republic of China
漢康陵,Q17032691,People's Republic of China
石马岭洪豫墓,Q17039300,People's Republic of China
端巴营墓群,Q17031166,People's Republic of China
纪山楚墓群,Q17041177,People's Republic of China
赵家窑墓群,Q17040522,People's Republic of China
赵执信墓,Q17040586,People's Republic of China
踏实墓群,Q17041372,People's Republic of China
郭璞墩,Q17026671,People's Republic of China
钟毅墓,Q17028035,People's Republic of China
陈宏谋墓,Q17033410,People's Republic of China
雷酒人墓,Q17036181,People's Republic of China
邓氏墓群,Q17060153,People's Republic of China
辛弃疾墓,Tomb of Xin Qiji,People's Republic of China
莊陵,Q17031993,People's Republic of China
斯米爾內赫,Kwong Tong Cemetery,Malaysia
杨涧金代壁画墓,Q17026131,People's Republic of China
漢顯節陵,Q17032819,People's Republic of China
牛王堂古墓,Q17036514,People's Republic of China
王德墓,Q17059688,People's Republic of China
王渔洋故居及墓葬,Q17027072,People's Republic of China
秦始皇祖母陵,Q17040339,People's Republic of China
赖太母墓,Q17039851,People's Republic of China
赖西畴烈士墓,Q17039869,People's Republic of China
闽王王审知墓,Q17031660,People's Republic of China
阎立本墓,Q17010756,People's Republic of China
陈友谅墓,Q17033274,People's Republic of China
陈政墓,Q17033581,People's Republic of China
项梁墓,Q17030829,People's Republic of China
岑毓英墓,Q17024939,People's Republic of China
潞简王墓,Q17033385,People's Republic of China
王统照墓,Q17027239,People's Republic of China
王鹏运墓,Q17041228,People's Republic of China
练恕夫妇墓,Q17033243,People's Republic of China
谢叠山墓,Q17009458,People's Republic of China
谢氏宣教祖墓,Q17026920,People's Republic of China
谢肇浙墓,Q17026983,People's Republic of China
贺窑墓群,Q17039602,People's Republic of China
马发墓,Q17033147,People's Republic of China
三门峡虢国墓地,Q17012944,People's Republic of China
九原岗北朝壁画墓,Q17015726,People's Republic of China
朱悦燫墓,Q17025657,People's Republic of China
潘孝墓,Q17033095,People's Republic of China
牛鸾墓碑,Q17039720,People's Republic of China
献县汉墓群,Q17040441,People's Republic of China
王朝云墓,Q17026931,People's Republic of China
神头墓群,Q17029488,People's Republic of China
辉发河上游石棚墓,Q17001767,People's Republic of China
韩日缵墓,Q17030199,People's Republic of China
高凤英烈士墓,Q17034536,People's Republic of China
于成龍墓,Q18651470,People's Republic of China
兆惠墓,Q18651608,People's Republic of China
北京市外侨公墓,Q18651843,People's Republic of China
北京市通惠陵园,Q18651849,People's Republic of China
显谨亲王衍璜墓,Q18653641,People's Republic of China
松王坟,Q18653919,People's Republic of China
章太炎墓,Tomb of Zhang Binglin,People's Republic of China
北京市天慈墓园,Q18651844,People's Republic of China
北京市朝阳陵园,Q18651846,People's Republic of China
博济墓,Q18651946,People's Republic of China
伦布墓地,Q15928910,People's Republic of China
古北口战役阵亡将士墓,Q15912938,People's Republic of China
煬帝陵,Q15935843,People's Republic of China
熊希龄墓园,Q15931740,People's Republic of China
王宪武墓石碑,Q15937806,People's Republic of China
王杰烈士墓,Q15932883,People's Republic of China
秦东陵,Q15911291,People's Republic of China
胡亥墓,Q15936271,People's Republic of China
蒋士铨墓,Q15940497,People's Republic of China
袁崇焕纪念馆,Q15916904,People's Republic of China
道贵墓,Q15939925,People's Republic of China
银河革命公墓,Q15928239,People's Republic of China
长安画像石墓,Q15930432,People's Republic of China
阮元墓,Q15932822,People's Republic of China
马哈只墓碑,Q15913624,People's Republic of China
吴镇墓,Q15940979,People's Republic of China
染华墓志,Q15917171,People's Republic of China
比干庙,Q15935138,People's Republic of China
油库墩土墩墓,Q15933732,People's Republic of China
狮子山汉楚王墓,Q15932116,People's Republic of China
白乙化烈士纪念馆,Q15916280,People's Republic of China
聂耳墓,Q15921031,People's Republic of China
菊花台,Q15920986,People's Republic of China
葛雲飛墓,Q15929006,People's Republic of China
阮籍衣冠冢,Q15935881,People's Republic of China
魏家墩土墩墓,Q15933893,People's Republic of China
長沙灣天主教聖辣法厄爾墳場,St. Raphael's Catholic Cemetery,People's Republic of China
上海市龙华殡仪馆,Q15940643,People's Republic of China
东北义园,Q15927434,People's Republic of China
仙鹤观六朝墓地,Q15933911,People's Republic of China
仲尼雄墓地,Q15947181,People's Republic of China
大浦塘南朝墓,Q15937830,People's Republic of China
尼木烈士陵园,Q15927738,People's Republic of China
竹园村汉墓群,Q15941940,People's Republic of China
苏联空军志愿队烈士墓,Q15941959,People's Republic of China
豫州城遗址及墓地,Q15928003,People's Republic of China
赵王陵,Q15942641,People's Republic of China
郑成功墓,Q15934367,People's Republic of China
郑燮墓,Q15932544,People's Republic of China
长安圣寿寺塔,Q15935984,People's Republic of China
阎尔梅墓,Q15932425,People's Republic of China
王守仁墓,Q15921528,People's Republic of China
琉球国京都通事郑文英墓,Q15920598,People's Republic of China
草堰口墓群,Q15932729,People's Republic of China
见月和尚墓,Q15933426,People's Republic of China
赵伯先墓,Q15932944,People's Republic of China
陆小波故居及墓,Q15932943,People's Republic of China
陈英士墓,Q15937157,People's Republic of China
北京万佛华侨陵园,Q18651831,People's Republic of China
图海家族墓,Q18652231,People's Republic of China
北京市温泉墓园,Q18651847,People's Republic of China
卫武家族墓,Q18651958,People's Republic of China
吴努春墓,Q18652084,People's Republic of China
常氏墓,Q18653096,People's Republic of China
海望家族墓,Q18654287,People's Republic of China
肃慎亲王敬敏墓,Q18658085,People's Republic of China
北京市长青园骨灰林基地,Q15926549,People's Republic of China
席氏墓碑,Q15932491,People's Republic of China
李卓吾墓,Q15929983,People's Republic of China
灵山伊斯兰教圣墓,Q15916405,People's Republic of China
焦裕禄烈士墓,Q15933805,People's Republic of China
狮子山土墩墓群,Q15933808,People's Republic of China
苏禄王墓,Q15944373,People's Republic of China
血园陵,Q15923017,People's Republic of China
袁林,Q15910570,People's Republic of China
陈炯明墓,Q15930199,People's Republic of China
陈省身墓园,Q15914520,People's Republic of China
田义墓,Tianyi's Tomb,People's Republic of China
吕调阳墓,Q10918442,People's Republic of China
吴宝玉墓,Q10919421,People's Republic of China
吴长发墓,Q10919760,People's Republic of China
周陵,Q10921119,People's Republic of China
和合石橋頭路靈灰安置所,Q10921383,People's Republic of China
唐靖陵,Q10923047,People's Republic of China
国殇墓园,Q10926122,People's Republic of China
孙权墓,Q10944806,People's Republic of China
完颜希尹家族墓地,Q10947965,People's Republic of China
尹湾汉墓,Q11040560,People's Republic of China
康有为墓,Tomb of Kang Youwei,People's Republic of China
吳鸞旂墓園,Q10919240,Taiwan
北周孝陵,Q10902592,People's Republic of China
南宋六陵,Q10907407,People's Republic of China
印山越国王陵,Q10910328,People's Republic of China
后周皇陵,Q10917832,People's Republic of China
吴越国王陵,Q10919729,People's Republic of China
大云山江都王陵,Q10933451,People's Republic of China
孙石溪墓,Q10944876,People's Republic of China
孟庄汉墓群,Q10945137,People's Republic of China
尧山南朝墓,Q11039989,People's Republic of China
张浚墓,Q11067385,People's Republic of China
影三郎墓,Q11070106,People's Republic of China
刘蕡墓,Q10897953,People's Republic of China
北京市八宝山殡仪馆,Q10902222,People's Republic of China
匡衡墓,Q10904226,People's Republic of China
华陵,Q10905992,People's Republic of China
南汉昭陵,Q10908268,People's Republic of China
南越国人字顶分室大墓,Q10909035,People's Republic of China
古城堡墓群,Q10913154,People's Republic of China
司马迁墓和祠,Q10916697,People's Republic of China
吴著墓,Q10919706,People's Republic of China
唐荆川墓,Q10922986,People's Republic of China
多巴墓群,Q10932593,People's Republic of China
大宝光塔,Q10934913,People's Republic of China
孟知祥墓,Q10945218,People's Republic of China
宋山古墓,Q10947504,People's Republic of China
宗泽墓,Q10948235,People's Republic of China
小皇山墓群,Q10959795,People's Republic of China
张廷辅墓,Q11067046,People's Republic of China
张曙墓,Q11067218,People's Republic of China
张自忠墓,Q11067591,People's Republic of China
