label,cityLabel,countryLabel
河谷會戰,Jackson's Valley Campaign,United States of America
列克星敦和康科德战役,Battles of Lexington and Concord,United States of America
李斯堡之役,Battle of Ball's Bluff,United States of America
格魯門圖姆戰役,Battle of Grumentum,Italy
第十一次伊松佐河之役,Eleventh Battle of the Isonzo,Italy
漢斯戰役,Battle of Reims,France
维莱博卡日战斗,Battle of Villers-Bocage,France
冷港之役,Battle of Cold Harbor,United States of America
伯蘭福特戰役,Battle of Blandford,United States of America
圣乔治角海战,Battle of Cape St. George,Papua New Guinea
亞眠戰役,Battle of Amiens,France
土倫戰役,Battle of Toulon,France
布力般淺灘之役,Battle of Blackburn's Ford,United States of America
邦德溪戰役,Battle of Bound Brook,United States of America
中條山戰役,Battle of South Shanxi,People's Republic of China
忻口戰鬥,Battle of Xinkou,People's Republic of China
戈爾茲伯勒橋之役,Battle of Goldsboro Bridge,United States of America
西維爾角之役,Battle of Sewell's Point,United States of America
長島會戰,Battle of Long Island,United States of America
米沙鄢群島戰役,Battle of the Visayas,Philippines
鯡魚之戰,Battle of the Herrings,France
格洛斯特角戰役,Battle of Cape Gloucester,Papua New Guinea
哥本哈根战役,Battle of Copenhagen,Denmark
第二次波洛茨克會戰,Second Battle of Polotsk,Russia
卡姆登戰役,Battle of Camden,United States of America
古巴聖地牙哥戰役,Battle of Santiago de Cuba,Spain
坦什布赖战役,Battle of Tinchebray,France
釣魚溪戰役,Battle of Fishing Creek,United States of America
蒂埃里堡戰役,Battle of Château-Thierry,France
福爾柯克之役,Battle of Falkirk,United Kingdom
古巴聖地牙哥戰役,Battle of Santiago de Cuba,United States of America
場地之戰,Battle of Surfaces,Spain
腓立比之役,Battle of Philippi,United States of America
欧赖战役,Battle of Auray,France
德西奧戰役,battle of Desio,Italy
塞勒溪戰役,Battle of Sayler's Creek,United States of America
平澤戰役,Battle of Pyongtaek,South Korea
大伯特利之役,Battle of Big Bethel,United States of America
阿維亞溪之役,Battle of Aquia Creek,United States of America
里奇山之役,Battle of Rich Mountain,United States of America
能登天文之內亂,Q10490976,Japan
羅亞爾河畔默恩戰役,Battle of Meung-sur-Loire,France
丁家洲之战,Battle of Dingjiazhou,Yuan dynasty
斯特靈橋之役,Battle of Stirling Bridge,Kingdom of Scotland
第一次列星頓之役,First Battle of Lexington,United States of America
北角之役,Battle of North Point,United States of America
贝尔波战役,Battle of Bear Paw,United States of America
威爾遜克里克戰役,Battle of Wilson's Creek,United States of America
1544年格拉斯哥戰役,Battle of Glasgow,United Kingdom
的黎波里之战,Battle of Tripoli,Libya
贝劳森林战役,Battle of Belleau Wood,France
艾塔佩戰役,Battle of Driniumor River,Papua New Guinea
南日島戰役,Battle of Nanri Island,People's Republic of China
墨沙拿戰役,Battle of Messana,Italy
等持院之戰,Battle of Tōjiin,Japan
科罗拉瑞卡战役,Battle of Kororareka,New Zealand
波特溪之役,Battle of Proctor's Creek,United States of America
薩馬拉河之戰,Battle of Samara Bend,Volga Bulgaria
摩苏尔战役,Battle of Mosul (2016–17),Iraq
色達斯之戰,Battle of The Cedars,France
第五次加奧戰鬥,5th Battle of Gao,Mali
法恩堡岬海戰,Battle of Flamborough Head,United Kingdom
坎宁溪战役,Battle of Canyon Creek,United States of America
格羅寧根戰役,Battle of Groningen,Netherlands
钻石岩,Diamond Rock,France
罗斯巴德战役,Battle of the Rosebud,United States of America
羅德島戰役,Battle of Rhode Island,United States of America
八流之戰,Q10892278,Japan
夏羅之役,Battle of Shiloh,United States of America
沃克斯華戰役,Battle of Waxhaws,United States of America
廷喀拉坦戰鬥,Battle of Tin Keraten,Mali
第三次加奧戰鬥,3rd battle of Gao,Mali
攻占罗马,Capture of Rome,Italy
西雅圖圍城,Battle of Seattle,United States of America
不列顛戰役,Battle of Britain,United Kingdom
安巴爾衝突,Anbar clashes (2013–2014),Iraq
第一次克恩斯鎮之役,First Battle of Kernstown,United States of America
打擊恐怖主義行動,Battle of Fallujah,Iraq
槙島城之戰,Q11120677,Japan
第二次桑特堡之役,Second Battle of Fort Sumter,United States of America
施勞弗高地戰役,Battle of the Seelow Heights,Germany
白原戰役,Battle of White Plains,United States of America
第二次古賽爾戰鬥,Battle of al-Qusayr,Syria
突襲梅德韋港,Raid on the Medway,United Kingdom
圖德拉戰役,Battle of Tudela,Spain
勢場原之戰,Q11400552,Japan
瓜達拉哈拉戰役,Battle of Guadalajara,Spain
鏡山城之戰,Q10970628,Japan
香第尼之役,Battle of Chantilly,United States of America
志賀之陣,Q11491144,Japan
因明拿斯戰鬥,Battle of Iminenas,Mali
奧特朗托海峽海戰 (1917),Battle of the Strait of Otranto,Italy
英佛赫斯戰鬥,Battle of Ifoghas,Mali
蒙茅斯戰役,Battle of Monmouth,United States of America
中尾城之戰,Q17220389,Japan
浮野之戰,Q11149463,Japan
勝山合戰,Q17224664,Japan
天王寺之戰,Q17230943,Japan
立河原之戰,Q11598043,Japan
立花山之戰,Q11598157,Japan
桂川原之戰,Q17220348,Japan
相國寺之戰 (1551年),Q17220361,Japan
分倍河原之戰,Battle of Bubaigawara,Japan
西沙之战,Battle of the Paracel Islands,People's Republic of China
長尾景春之亂,Q11651860,Japan
長濱之戰,Q11653275,Japan
關、加治田合戰,Q11655535,Japan
