label,riverLabel,countryLabel
欣古河,Xingu River,Brazil
瓦尔达尔河,Vardar,Greece
尼特拉河,Nitra,Slovakia
歐里梅敦河,Köprüçay River,Turkey
大赫塔河,Bolshaya Kheta River,Russia
武塔赫河,Wutach,Germany
武塔赫河,Wutach,Switzerland
内卡河,Neckar,Germany
米紐河,Minho River,Portugal
坦布雷河,Tambre River,Spain
維什尼亞河,Wisznia,Poland
卡薩芒斯河,Casamance River,Senegal
梅津河,Mezen River,Russia
科雷馬河,Kolyma River,Russia
特拉維河,Trave,Germany
默兹河,Meuse,Belgium
默兹河,Meuse,France
默兹河,Meuse,Netherlands
绥芬河,Razdolnaya River,Russia
因古爾河,Inhul,Ukraine
魏瑟埃爾斯特河,Weisse Elster,Germany
赞比西河,Zambezi River,Namibia
育空河,Yukon River,Canada
馬莫雷河,Mamoré River,Bolivia
馬莫雷河,Mamoré River,Brazil
赞比西河,Zambezi River,Angola
維亞特卡河,Vyatka River,Russia
奎師那河,Krishna River,India
赞比西河,Zambezi River,Zimbabwe
育空河,Yukon River,United States of America
绥芬河,Razdolnaya River,People's Republic of China
魏瑟埃爾斯特河,Weisse Elster,Czech Republic
赞比西河,Zambezi River,Mozambique
瑪代拉河,Madeira River,Bolivia
瑪代拉河,Madeira River,Brazil
赞比西河,Zambezi River,Zambia
圖巴河,Tuba River,Russia
勒拿河,Lena River,Russia
新店溪,Xindian Creek,Taiwan
馬拉尼翁河,Marañón River,Peru
烏斯蒂亞河,Ustya River,Russia
薩克馬拉河,Sakmara River,Russia
米圖瓦河,Mituva,Lithuania
漳河 (山西),Zhang River,People's Republic of China
列別季河,Lebed River,Russia
阿夫拉姆河,Afram River,Ghana
卡馬河,Kama River,Russia
葉尼塞河,Yenisei,Russia
利里河,Liri,Italy
斯夫拉特卡河,Svratka,Czech Republic
莱斯,Lesse,Belgium
奇爾河,Chir River,Russia
阿尼加河,Onega River,Russia
佩內斯特龍河,Peenestrom,Germany
茹魯阿河,Jurua River,Peru
茹魯阿河,Jurua River,Brazil
基姆扎河,Kimzha River,Russia
塞爾基奧河,Serchio,Italy
別拉亞河,Belaya River,Russia
埃纳河,Aisne,France
兰河,Lahn,Germany
北頓涅茨河,Seversky Donets River,Russia
北頓涅茨河,Seversky Donets River,Ukraine
香农河,River Shannon,Ireland
马格达莱纳河,Magdalena River,Colombia
厄格阿塔河,Ygyatta River,Russia
奥龙特斯河,Orontes River,Lebanon
奥龙特斯河,Orontes River,Turkey
奥龙特斯河,Orontes River,Syria
阿爾丹河,Aldan River,Russia
哥达瓦里河,Godavari River,India
約爾瓦河,Q195152,Russia
奈斯托斯河,Nestos,Bulgaria
奈斯托斯河,Nestos,Greece
韦泽尔谷,Vézère,France
涅姆河,Q195027,Russia
马恩河,Marne,France
新墙河,Xinqiang He,People's Republic of China
伊爾默瑙河,Ilmenau,Germany
尼罗河,Nile,Democratic Republic of the Congo
尼罗河,Nile,South Sudan
尼罗河,Nile,Sudan
尼罗河,Nile,Uganda
庫爾河,Kur River,Russia
尼罗河,Nile,Egypt
尼罗河,Nile,Eritrea
克馬河,Kyma River,Russia
尼罗河,Nile,Tanzania
伊希姆河,Ishim River,Kazakhstan
伊希姆河,Ishim River,Russia
艾赫泰韋河,Ähtävänjoki,Finland
尼罗河,Nile,Kenya
奧蒂河,Oti River,Togo
梅津斯卡亞皮日馬河,Mezenskaya Pizhma River,Russia
特亞河,Tyya,Russia
阿圖埃爾河,Atuel River,Argentina
伊爾瓦河,Q250715,Russia
佩薩河,Q250722,Russia
田納西河,Tennessee River,United States of America
资江,Zi River,People's Republic of China
奧蒂河,Oti River,Benin
奧蒂河,Oti River,Burkina Faso
奧蒂河,Oti River,Ghana
魯應河,Loing,France
奥卡万戈河,Okavango River,Namibia
奥卡万戈河,Okavango River,Angola
奧爾利采河,Orlice,Poland
尼罗河,Nile,Ethiopia
奥卡万戈河,Okavango River,Botswana
奧爾利采河,Orlice,Czech Republic
維切格達河,Vychegda,Russia
維列季河,Viled River,Russia
伊瓜苏河,Iguazu River,Argentina
伊瓜苏河,Iguazu River,Brazil
沃巴什河,Wabash River,United States of America
大漢溪,Dahan Creek,People's Republic of China
沃尔特河,Volta River,Ghana
阿克里河,Acre River,Peru
亚纳河,Yana River,Russia
大伊克河,Bolshoy Ik River,Russia
阿泰尔诺河,Aterno-Pescara,Italy
阿克里河,Acre River,Bolivia
阿克里河,Acre River,Brazil
庫洛伊河,Kuloy River,Russia
大洛普秋加河,Q250707,Russia
柳強卡河,Q245640,Ukraine
艾德河,Eider,Germany
馬更些河,Mackenzie River,Canada
伊爾姆河,Ilm,Germany
梭烈谷,Nahal Sorek,Israel
大迈阿密河,Great Miami River,United States of America
歐韋爾河,River Irwell,United Kingdom
黄浦江,Huangpu River,People's Republic of China
阿蒂博尼特河,Artibonite River,Haiti
韋利河,Vel River,Russia
瓦兹河,Oise,Belgium
瓦兹河,Oise,France
伊日河,Izh River,Russia
斯維塔瓦河,Svitava,Czech Republic
石勒喀河,Shilka River,Russia
豪訥河,Haune,Germany
伊萨尔河,Isar,Austria
伊萨尔河,Isar,Germany
洛普秋加河,Q250792,Russia
阿蒂博尼特河,Artibonite River,Dominican Republic
烏赫拉瓦河,Úhlava,Czech Republic
克泽尔河,Kızılırmak River,Turkey
卡斯科奎姆河,Kuskokwim River,United States of America
色楞格河,Selenga River,Russia
瓦里亞然卡河,Varezhanka,Ukraine
維申卡河,Vishenka,Ukraine
色楞格河,Selenga River,Mongolia
瓦里亞然卡河,Varezhanka,Poland
渥太華河,Ottawa River,Canada
伊犁河,Ili River,Kazakhstan
喬魯赫河,Çoruh River,Turkey
維什尼亞河,Wisznia,Ukraine
桑格羅河,Sangro,Italy
特里尼奧河,Trigno,Italy
喬魯赫河,Çoruh River,Georgia
帕吉勒提河,Bhagirathi River,India
韋萊河,Uele River,Democratic Republic of the Congo
乌拉尔河,Ural River,Kazakhstan
乌拉尔河,Ural River,Russia
塔夫達河,Tavda River,Russia
蜜雪兒河,Mitchell River,Australia
烏羅拉河,Urola,Spain
内格罗河,Rio Negro,Colombia
内格罗河,Rio Negro,Venezuela
萊蘇姆河,Lesum,Germany
内格罗河,Rio Negro,Brazil
艾維埃克斯泰河,Aiviekste River,Latvia
蒂丹河,Tidan,Sweden
迪沃河,Dives,France
四萬十川,Shimanto River,Japan
弗尔巴斯河,Vrbas,Bosnia and Herzegovina
昭拍耶河,Chao Phraya River,Thailand
阿克苏河,Aksu River,Kyrgyzstan
艾爾河 (英國),River Aire,United Kingdom
哈坦加河,Khatanga River,Russia
阿拉澤亞河,Alazeya River,Russia
维约萨河,Vjosë,Albania
詹姆斯河,James River,United States of America
维约萨河,Vjosë,Greece
德國塔亞河,German Thaya,Austria
姆博穆河,Mbomou River,Democratic Republic of the Congo
亞連加河,Yarenga River,Russia
費希特河,Vechte,Netherlands
維舍拉河,Vishera River,Russia
因迪吉爾卡河,Indigirka River,Russia
費希特河,Vechte,Germany
巴爾克烏河,Barcău River,Hungary
埃爾瑟河,Else,Germany
巴爾克烏河,Barcău River,Romania
鄂爾渾河,Orkhon River,Mongolia
紹沙河,Shosha River,Russia
雅普拉河,Japurá River,Colombia
象泉河,Sutlej,India
林波波河,Limpopo River,South Africa
雅普拉河,Japurá River,Brazil
林波波河,Limpopo River,Zimbabwe
埃爾斯-維夫河,Hers-Vif,France
姆博穆河,Mbomou River,Central African Republic
林波波河,Limpopo River,Botswana
刚果河,Congo River,Democratic Republic of the Congo
林波波河,Limpopo River,Mozambique
刚果河,Congo River,Angola
刚果河,Congo River,Tanzania
蒂爾河,Tille,France
齊勒爾河,Ziller,Austria
庫班河,Kuban,Russia
里奥尼河,Rioni,Georgia
洛伊薩赫河,Loisach,Austria
洛伊薩赫河,Loisach,Germany
伊泽尔河,Isère,France
刚果河,Congo River,Gabon
刚果河,Congo River,Central African Republic
刚果河,Congo River,Zambia
刚果河,Congo River,Republic of the Congo
刚果河,Congo River,Burundi
托尔讷河,Torne River,Sweden
庫柏河,Cooper Creek,Australia
托尔讷河,Torne River,Finland
艾爾河,Aire,France
阿拉瓜亚河,Araguaia River,Brazil
熱巴河,Geba River,Guinea-Bissau
烏卡亞利河,Ucayali River,Peru
傑斯納河,Desna River,Russia
貝布爾河,Besbre,France
阿杜尔河,Adour,France
傑斯納河,Desna River,Ukraine
马里查河,Maritsa,Turkey
克雷姆斯河 (下奧地利州),Krems,Austria
瓦尔塔河,Warta,Poland
斯特鲁马河,Struma,Bulgaria
马里查河,Maritsa,Bulgaria
楚庫河,Chikoy River,Russia
索查河,Soča,Italy
斯特鲁马河,Struma,Greece
熱巴河,Geba River,Guinea
马里查河,Maritsa,Greece
哈羅河,Haro River,Pakistan
熱巴河,Geba River,Senegal
索查河,Soča,Slovenia
乌班吉河,Ubangi River,Democratic Republic of the Congo
莫斯科河,Moskva River,Russia
卢比孔河,Rubicon,Italy
茲瓦特河,Zwarte Water,Netherlands
瓦赫河,Váh,Slovakia
印得拉瓦地河,Indravati River,Nepal
乌班吉河,Ubangi River,Central African Republic
乌班吉河,Ubangi River,Republic of the Congo
洛瓦季河,Lovat River,Russia
洛瓦季河,Lovat River,Belarus
阿拉斯河,Aras River,Turkey
阿拉斯河,Aras River,Armenia
阿拉斯河,Aras River,Azerbaijan
阿拉斯河,Aras River,Iran
圖爾河,Thur,France
穆爾河,Mur,Austria
穆爾河,Mur,Croatia
穆爾河,Mur,Hungary
舍黑利斯河 (華盛頓州),Chehalis River,United States of America
伊布斯河,Ybbs,Austria
阿克洛奥斯河,Achelous River,Greece
上盧皮亞河,Q237137,Russia
乌苏里江,Ussuri River,Russia
錫尼亞亞河,Sinyaya River,Russia
錫尼亞亞河,Sinyaya River,Belarus
圣莫里斯河,Saint-Maurice river,Canada
錫尼亞亞河,Sinyaya River,Latvia
穆爾河,Mur,Slovenia
是什么意思啊,Cagne,France
乌苏里江,Ussuri River,People's Republic of China
阿納巴爾河,Anabar River,Russia
奧卡河,Oka River,Russia
楚薩姆河,Zusam,Germany
讷尔默达河,Narmada River,India
季斯納河,Dysna River,Belarus
穆哈韋茨河,Mukhavets River,Belarus
因達爾河,Indalsälven,Sweden
德拉瓦河,Drava,Austria
德拉瓦河,Drava,Italy
德拉瓦河,Drava,Croatia
帕塔克森特河,Patuxent River,United States of America
惠特河,Hvítá,Iceland
弗爾東河,Verdon,France
埃羅河,Hérault,France
沃羅納河,Q81820,Ukraine
伊洛瓦河,Ilova,Croatia
珠江,Pearl River,People's Republic of China
尼姆斯河,Nims,Germany
國王湖河,Königsseer Ache,Germany
安河,Ain,France
祖尼河,Zuni River,United States of America
武姆河 (安珀河支流),Würm,Germany
艾斯巴赫河,Eisbach,Germany
巴格洛訥河,Barguelonne,France
納黑河,Nahe,Germany
斯特里姆巴河,Q81830,Ukraine
汶萊河,Brunei River,Brunei
塔茲河,Taz River,Russia
捷列克河,Terek River,Russia
普爾河,Pur River,Russia
泰梅爾河,Taymyr River,Russia
皮亞西納河,Pyasina River,Russia
納德姆河,Nadym River,Russia
蘇霍納河,Sukhona River,Russia
捷列克河,Terek River,Georgia
洛姆尼采河,Q337788,Czech Republic
洛馬米河,Lomami River,Democratic Republic of the Congo
馬哈坎河,Sungai Mahakam,Indonesia
