label,riverLabel,countryLabel
聂尔错,Nyer Lake,People's Republic of China
烏鴉湖水庫,Loch Raven Reservoir,United States of America
大葉利尼亞湖,Q6831162,Belarus
佩爾托澤羅湖,Q4359279,Russia
皮利坦洛爾湖,Q4362852,Russia
別拉耶湖,Q3920241,Belarus
奧爾希納湖,Q3946938,Belarus
庫濟米奇湖,Q3920951,Belarus
拉索希湖,Q3919303,Belarus
斯波雷湖,Q3919314,Belarus
普盧齊諾克湖,Q3920237,Belarus
洛特維內湖,Q3920234,Belarus
涅德拉瓦湖,Q3920235,Belarus
盧塔瓦湖,Q3919744,Belarus
穆伊薩湖,Q3946993,Belarus
阿波湖,Lake Apo,Philippines
索布拉迪紐水庫,Sobradinho Reservoir,Brazil
多吉亞斯卡湖,Q4164112,Ukraine
德拉戈布拉特西克湖,Q4167501,Ukraine
库希,Kussie,Japan
伊卡爾馬湖,Icalma Lake,Chile
塔加爾湖,Q4449612,Russia
克列韋爾湖,Q3919726,Belarus
戈梅利湖,Q3919724,Belarus
普列斯納湖,Q3946893,Belarus
格洛達瓦湖,Q3919733,Belarus
波采赫湖,Q3919308,Belarus
韋恰列湖,Q3919330,Belarus
布若错,Burog Co,People's Republic of China
洪湖,Hong Lake,People's Republic of China
阿勞克斯特斯湖,Alauksts,Latvia
烏尊拉爾西克湖,Q4469927,Ukraine
齊爾馬湖,Q4505873,Latvia
云龙湖,Yunlong Park,People's Republic of China
百花洲 (济南),Hundred Flower Pond,People's Republic of China
羅索漢湖,Q4167609,Ukraine
奧羅諾湖,Q4337028,Russia
屈茶路湖,Q4597635,Japan
鹿湖 (卑詩省),Deer Lake,Canada
索洛尼湖,Q4428643,Ukraine
索菲亞尼湖,Q4409386,Ukraine
大佩赫梅湖,Suur Pehmejärv,Estonia
烏盧巴特湖,Lake Uluabat,Turkey
莫甘湖,Lake Mogan,Turkey
托爾圖格羅潟湖,Tortuguero Lagoon,United States of America
阿西奈卡湖,Ozero Osinovka,Belarus
小切尼湖,Q4278727,Russia
霍尤達潟湖,Joyuda Lagoon,United States of America
象湖,Q10532990,People's Republic of China
瓦洛巴湖,Q7218185,Belarus
馬帕努埃佩湖,Mapanuepe Lake,Philippines
Upper Stillwater壩,Upper Stillwater Reservoir,United States of America
斯帕維諾,Spavinaw Water Project,United States of America
巴木错,Bam Co,People's Republic of China
查干诺尔,Chagannuo'er,People's Republic of China
格仁错,Geren Cuo,People's Republic of China
永红湖,Yonghong Hu,People's Republic of China
穆利諾耶湖,Q7223784,Belarus
埃文斯湖,Evans Lake,United Kingdom
窝尔巴错,Orba Co,People's Republic of China
盧基湖,Q9394772,Ukraine
班丹蓄水池,Pandan Reservoir,Singapore
喬克洛科查湖,Lake Choclococha,Peru
芭蕉湖,Bajiao Hu,People's Republic of China
齊亞特納湖,Q6648159,Belarus
卡奇湖,Lake Cachí,Costa Rica
Couchiching湖,Lake Couchiching,Canada
巴里坤湖,Barkol Hu,People's Republic of China
固城湖,Q9676448,People's Republic of China
布盧桑湖,Lake Bulusan,Philippines
列烏列烏湖,Lleulleu Lake,Chile
福爾湖,Q4590732,Norway
科伊略爾科查湖,Colorcocha (Lima),Peru
大龙荡,Q10938765,People's Republic of China
奎则淖,Q10942333,People's Republic of China
孙家荡,Q10944724,People's Republic of China
宝沙代淖日,Q10949434,People's Republic of China
帕塔爾科查湖,Lake Patarcocha,Peru
龍潭大池,Longtan Lake,Taiwan
SIAH Bishe 抽水蓄能發電廠,Siah Bishe Pumped Storage Power Plant,Iran
巴仑诺尔,Q11058518,People's Republic of China
巴兴高勒湖,Q11058599,People's Republic of China
巴拉嘎斯,Q11059120,People's Republic of China
巴润沙巴尔诺尔,Q11059237,People's Republic of China
查波错,Q11109021,People's Republic of China
桃儿庙淖,Q11111894,People's Republic of China
桑根达拉淖尔,Q11113083,People's Republic of China
沉湖,Q11139135,People's Republic of China
河西新湖,Q11142334,People's Republic of China
石壁水塘,Shek Pik Reservoir,People's Republic of China
Kvilldal 水力發電廠,Ulla-Førre,Norway
諾達斯湖,Noodasjärv,Estonia
伍德湖,Wood Lake,Canada
阿瓜利亞馬亞湖,Aguallamaya Lake,Bolivia
阿克赛钦湖,Aksayqin Hu,People's Republic of China
大瓮泉,Daweng Quan,People's Republic of China
奴德盖诺尔,Q10942825,People's Republic of China
姆错丙尼,Q10943121,People's Republic of China
崩则错,Q11054293,People's Republic of China
尼日阿错改,Niri'a Cuogai,People's Republic of China
埃文斯湖 (俄亥俄州),Evans Lake,United States of America
玄武湖,Xuanwu Lake,People's Republic of China
龙感湖,Longgan Lake,People's Republic of China
龙木错,Longmu Lake,People's Republic of China
巴城湖,Q11058733,People's Republic of China
巴杨查干诺尔,Q11059176,People's Republic of China
巴格诺尔,Q11059193,People's Republic of China
巴润伊和诺尔,Q11059230,People's Republic of China
巴润洪特诺尔,Q11059239,People's Republic of China
巴音诺尔,Q11059370,People's Republic of China
布日嘎斯特诺日,Q11059629,People's Republic of China
毛里湖,Q11128541,People's Republic of China
沉错,Q11139186,People's Republic of China
江错,Jam Co,People's Republic of China
能取湖,Lake Notoro,Japan
太平川南泡,Q10941351,People's Republic of China
夯错,Q10941928,People's Republic of China
宝力格湖,Q10949301,People's Republic of China
巨丰山泡子,Q11057482,People's Republic of China
巴彦淖,Q11059021,People's Republic of China
巴汗淖,Q11059209,People's Republic of China
查汗淖,Q11109017,People's Republic of China
查那错,Q11109063,People's Republic of China
欧里营子泡,Q11122814,People's Republic of China
毕洛错,Q11126266,People's Republic of China
天花荡,Tianhua Dang,People's Republic of China
太平湖 (安徽),Taiping Lake,People's Republic of China
茶卡盐湖,Caka Yanhu,People's Republic of China
柳叶湖,Liuye Hu,People's Republic of China
錫尼沙湖,Q6676847,Belarus
孜桂错,Q10944969,People's Republic of China
安觉错,Q10947203,People's Republic of China
坎寧安湖畔公園,Lake Cunningham,United States of America
林利斯哥湖,Linlithgow Loch,United Kingdom
南博克湖,Q10958525,Norway
南博克湖,Q10958525,Sweden
帕利奇湖,Palić Lake,Serbia
察汗淖,Q10955207,People's Republic of China
工字湖,Q11056661,People's Republic of China
巴润乌和日廷诺尔,Q11059229,People's Republic of China
布寨淖,Q11059570,People's Republic of China
布尔汗达布苏诺尔,Q11059579,People's Republic of China
布拉格湖,Q11059609,People's Republic of China
布日敦泡子,Q11059631,People's Republic of China
大淖湖,Q10936454,People's Republic of China
大肚泡子,Q10937374,People's Republic of China
奥摆淖,Q10942514,People's Republic of China
姜拆错,Q10943534,People's Republic of China
孔错,Q10944482,People's Republic of China
它日错,Q10946123,People's Republic of China
小奈曼塔拉湖,Q10958623,People's Republic of China
小湖,Q10959564,People's Republic of China
小纳林淖,Q10960014,People's Republic of China
薄扶林水塘,Pok Fu Lam Reservoir,People's Republic of China
格赤淖,Q11111229,People's Republic of China
桃湖 (西藏),Q11112341,People's Republic of China
横岭湖,Q11121420,People's Republic of China
樱桃湖,Q11121741,People's Republic of China
沙尔乌苏诺尔,Q11139904,People's Republic of China
尚湖,Q11039589,People's Republic of China
巴嘎呼和诺尔,Q11058701,People's Republic of China
巴润浩希马格淖尔,Q11059240,People's Republic of China
布拉格图泡,Q11059610,People's Republic of China
柴达木诺尔,Q11110256,People's Republic of China
树贵湖,Q11110560,People's Republic of China
格金错,Q11111256,People's Republic of China
塔沃爾加湖,Taborga Lake,Bolivia
布里吉湖,Lake Burigi,Tanzania
白云湖,Baiyunhu,People's Republic of China
太平湖,Q10036867,People's Republic of China
毛坊湖,Q11126841,People's Republic of China
汪洋荡,Q11136976,People's Republic of China
汾湖,Q11137542,People's Republic of China
沐庄湖,Q11139240,People's Republic of China
沟子湖,Q11140935,People's Republic of China
切齊韋爾齊湖,Q7256302,Belarus
匹特湖,Pitt Lake,Canada
瑙漢湖,Naujan Lake,Philippines
米圖科查湖,Mituqucha,Peru
小什瓦克什特湖,Q7241481,Belarus
霍達瑟湖,Q7195797,Belarus
安目错,Anmu Cuo,People's Republic of China
射阳湖,Sheyanghu,People's Republic of China
小北湖,Xiaobei Hu,People's Republic of China
史蒂文斯湖,Stevens Lake,Canada
克烏尼亞科查湖,Queuñacocha,Peru
尾矿坝,Weikuangba,People's Republic of China
崩错,Bong Co,People's Republic of China
洛斯特湖,Lost Lagoon,Canada
武昌湖,Lake Wuchang,People's Republic of China
沂湖,Yi Hu,People's Republic of China
沱湖,Tuohu,People's Republic of China
瑟尔斯湖,Searles lake,United States of America
大纵湖,Dazonghu,People's Republic of China
大鹏湖,Dapeng Hu,People's Republic of China
天池湖,Tianchihu,People's Republic of China
扎木错,Zhamu Cuo,People's Republic of China
拉雄错,Laxong Co,People's Republic of China
普尔错,Pur Co,People's Republic of China
烏特加德湖,Q12008650,Norway
烏特加德湖,Q12008650,Sweden
渡良瀨遊水地,Watarase Reservoir,Japan
格利布卡湖,Q12096242,Ukraine
格盧舍齊湖,Q12096212,Ukraine
比洛澤爾基湖,Q12086709,Ukraine
南漪湖,Nanyi Lake,People's Republic of China
博羅韋湖,Q12084143,Ukraine
博羅韋湖,Q12084145,Ukraine
維霍韋湖,Q12082769,Ukraine
幽靈湖,Phantom Lake,United States of America
平稍湖,Q11061222,People's Republic of China
庆寿寺湖,Q11062731,People's Republic of China
廷克木音高壁,Q11065134,People's Republic of China
张家湖,Q11066885,People's Republic of China
德尔马塔拉,Q11071623,People's Republic of China
戈木错,Q11074414,People's Republic of China
成茂荡,Q11074612,People's Republic of China
扎嘎斯台诺尔,Q11075795,People's Republic of China
捌千错,Q11077844,People's Republic of China
斧头湖,Q11080678,People's Republic of China
日干错朵玛,Q11086130,People's Republic of China
晚湖,Q11089535,People's Republic of China
朗错,Q11092347,People's Republic of China
木都察汗淖,Q11093176,People's Republic of China
本错,Q11093469,People's Republic of China
松古图音,Q11104265,People's Republic of China
塔若错,Taruo Lake,People's Republic of China
洞错,Tong Tso,People's Republic of China
溫哥華湖,Vancouver Lake,United States of America
布木错,Bumu Cuo,People's Republic of China
帕龙错,Palung Co,People's Republic of China
徐家漾,Xujia Yang,People's Republic of China
恰贡错,Qagong Co,People's Republic of China
懂布错,Dongbu Cuo,People's Republic of China
昂达尔错,Angdar Co,People's Republic of China
昆楚克错,Kunchuke Cuo,People's Republic of China
普嘎错,Puga Cuo,People's Republic of China
曼冬错,Spanggur Lake,People's Republic of China
得雨湖,Deyu Cuo,People's Republic of China
心湖,Xin Hu,People's Republic of China
拉莫惹底,Lamoredi,People's Republic of China
拿日雍错,Nara Yumco,People's Republic of China
明水湖,Mingshui Hu,People's Republic of China
神仙沼,Q11588680,Japan
希热图诺尔,Q11059884,People's Republic of China
建错,Q11065610,People's Republic of China
张鸭荡,Q11067808,People's Republic of China
德德孙达拉淖日,Q11071673,People's Republic of China
新庙泡子,Q11082686,People's Republic of China
明镜荡,Q11088231,People's Republic of China
易贡错,Q11088337,People's Republic of China
月牙湖 (西藏),Q11092013,People's Republic of China
枫沙湖,Q11107816,People's Republic of China
查干淖尔,Q11108955,People's Republic of China
朝阳湖,Chaoyang Hu,People's Republic of China
下沼,Q11329629,Japan
平湖 (錦田),Q11061133,People's Republic of China
张乃错,Q11066424,People's Republic of China
得胜湖,Q11071083,People's Republic of China
德布勒和音诺尔,Q11071663,People's Republic of China
德格杜乌兰淖日,Q11071730,People's Republic of China
戈吉力特古尔班诺尔,Q11074388,People's Republic of China
戈芒错,Q11074431,People's Republic of China
扎格斯特诺尔,Q11075833,People's Republic of China
拉果错,Q11076995,People's Republic of China
新华湖,Q11081574,People's Republic of China
昂仁金错,Q11087294,People's Republic of China
果根错,Q11107406,People's Republic of China
知床五湖,Shiretokogoko,Japan
上沼,Q11337539,Japan
徐果错,Xogor Co,People's Republic of China
托和平错,Tuoheping Co,People's Republic of China
明镜湖,Mingjing Hu,People's Republic of China
杨家湖,Yangjia Hu,People's Republic of China
松木希错,Sumxi Co,People's Republic of China
果普错,Gopug Co,People's Republic of China
松原湖,Q11529432,Japan
豐似湖,Q11633284,Japan
富宁湖,Phu Ninh Lake,Vietnam
河內湖,Q11553429,Japan
希里沟湖,Q11059926,People's Republic of China
庄西漾,Q11062664,People's Republic of China
库和吉林湖,Q11062844,People's Republic of China
才玛尔错,Q11075773,People's Republic of China
扎西错,Q11075877,People's Republic of China
推饶木诺尔,Q11078182,People's Republic of China
昂孜错,Q11087306,People's Republic of China
昆承湖,Q11087407,People's Republic of China
布羅金西克湖,Q12084954,Ukraine
比列湖,Q12086558,Ukraine
月亮湖,Q11091857,People's Republic of China
月岛湖,Q11091934,People's Republic of China
朋彦错,Q11092255,People's Republic of China
杂如错,Q11095088,People's Republic of China
查干脑尔,Q11108969,People's Republic of China
布朗查干诺尔,Q11059638,People's Republic of China
帕度错,Q11059969,People's Republic of China
库库湖,Q11062876,People's Republic of China
扎格斯台诺尔,Q11075831,People's Republic of China
扯体错,Q11076269,People's Republic of China
拉相错,Q11077039,People's Republic of China
敖勒斯特音呼热淖尔,Q11079146,People's Republic of China
敦德淖尔,Q11079352,People's Republic of China
昂古错,Q11087298,People's Republic of China
曾曾戈壁诺尔,Q11091553,People's Republic of China
望天湖,Q11092394,People's Republic of China
木地错,Q11092899,People's Republic of China
本松错,Q11093402,People's Republic of China
杨氏田湖,Q11101697,People's Republic of China
果忙错,Q11107377,People's Republic of China
涅薩莫維捷湖,Q11295775,Ukraine
東條湖,Q11527320,Japan
傑斯尼亞克湖,Q12100585,Ukraine
大茲戈蘭西克湖,Q12088301,Ukraine
韋傑尼湖,Q12087196,Ukraine
错鄂,Ngön Lake,People's Republic of China
洞庭湖 (千葉縣),Q11555838,Japan
懂错,Dung Co,People's Republic of China
振泉湖,Chainjoin Co,People's Republic of China
日干配错,Rigan Peicuo,People's Republic of China
木纠错,Mugqu Co,People's Republic of China
未圓湖,Lake Ad Excellentiam''''',People's Republic of China
林充湖,Linchong Hu,People's Republic of China
卡莫列特湖,Q12108197,Ukraine
戈里齊卡斯塔里齊亞湖,Q12096986,Ukraine
阿夫季埃韋湖,Q12075856,Ukraine
塔特爾溪湖,Tuttle Creek Lake,United States of America
年结错,Nianjie Cuo,People's Republic of China
恰尔嘎木错,Qagam Co,People's Republic of China
大冶湖,Q10933719,People's Republic of China
大水诺尔,Q10936165,People's Republic of China
大沙坊湖,Q10936204,People's Republic of China
漢科科塔湖,Janq'u Quta (Batallas),Bolivia
石臼湖,Shijiu Lake,People's Republic of China
魯魯薩湖,Lulusar,Pakistan
斯波福德湖,Spofford Lake,United States of America
三岛湖,Mishima Lake,People's Republic of China
多尔索洞错,Dorsoidong Co,People's Republic of China
多庆错,Duoqing Cuo,People's Republic of China
普須卡湖,Pushkar Lake,India
丁错,Q10864424,People's Republic of China
上池湖,Q10867556,People's Republic of China
东红克尔湖,Q10870857,People's Republic of China
东风泡,Q10871180,People's Republic of China
东马口湖,Q10871236,People's Republic of China
中湖,Q10875833,People's Republic of China
埃永错,Aiyong Cuo,People's Republic of China
城西湖,Chengxihu,People's Republic of China
哈根淖尔,Q10922140,People's Republic of China
哈达其格,Q10922218,People's Republic of China
塔克塔图,Q10930701,People's Republic of China
大沙湖,Q10936219,People's Republic of China
塞爾克科塔湖,Sirk'i Quta,Bolivia
武奧斯湖,Vuosjärvi,Finland
梁子湖,Liangzi Lake,People's Republic of China
烏梁素海,Ulansuhai Nur,People's Republic of China
骆马湖,Luoma Lake,People's Republic of China
鲁玛江东错,Lumajangdong Lake,People's Republic of China
丁木错,Q10864308,People's Republic of China
七盖淖,Q10864706,People's Republic of China
七金湖,Q10864825,People's Republic of China
三十六脚湖,Q10865419,People's Republic of China
东岸湖,Q10870168,People's Republic of China
东红海子,Q10870860,People's Republic of China
哈沙图查干诺尔,Q10922168,People's Republic of China
哈登贺少干盐湖,Q10922191,People's Republic of China
哈鲁鲁湖,Q10922267,People's Republic of China
夏珠错,Q10932130,People's Republic of China
夏赛错,Q10932174,People's Republic of China
大方子地北湖,Q10935571,People's Republic of China
巨椋池,Lake Ogura,Japan
东江水库,Dongjiang Lake,People's Republic of China
乃日平错,Nairi Pingcuo,People's Republic of China
哲古错,Chigu Co,People's Republic of China
一分场海子,Q10863837,People's Republic of China
七里湖,Q10864809,People's Republic of China
万子湖,Q10864927,People's Republic of China
三号沟泡,Q10865535,People's Republic of China
上湖,Q10868142,People's Republic of China
东居延海,Q10870050,People's Republic of China
东查干诺尔,Q10870508,People's Republic of China
大沼 (七飯町),Q10936312,Japan
震生湖 (日本),Q11660676,Japan
黑濱沼,Q11678457,Japan
哈达乃浩来,Q10922217,People's Republic of China
哈达图淖,Q10922219,People's Republic of China
嘎布津托胡鲁克湖,Q10924258,People's Republic of China
嘎拉错,Q10924265,People's Republic of China
四十九泡子,Q10924545,People's Republic of China
塔必诺尔,Q10930834,People's Republic of China
塔日牙诺尔,Q10930856,People's Republic of China
多希哈勒金柴达木湖,Q10932596,People's Republic of China
多格错仁,Q10932720,People's Republic of China
大克泊淖,Q10933599,People's Republic of China
大兴屯泡子,Q10933657,People's Republic of China
大官湖,Q10934898,People's Republic of China
大淖海,Q10936453,People's Republic of China
万千湖,Q10864886,People's Republic of China
三海子,Q10866387,People's Republic of China
下沙荡,Q10868592,People's Republic of China
东丽湖,Q10869366,People's Republic of China
东花火西湖,Q10870883,People's Republic of China
奧斯塔什夫西基湖,Q12136733,Ukraine
斯克維列連湖,Q12153167,Ukraine
普特里涅湖,Q12145656,Ukraine
波爾塔夫西克湖,Q12141912,Ukraine
哈里湖,Q10922254,People's Republic of China
哦坐错,Q10922409,People's Republic of China
喀湖错,Q10923389,People's Republic of China
嘉陵荡,Q10924218,People's Republic of China
四望湖,Q10925090,People's Republic of China
塔尔干诺尔,Q10930768,People's Republic of China
夏碱湖,Q10932143,People's Republic of China
多格错仁强错,Q10932721,People's Republic of China
多玛错,Q10932802,People's Republic of China
大柴达木湖,Q10935932,People's Republic of China
三方五湖,Q11355482,Japan
圖爾湖,Q12162991,Ukraine
特魯賓湖,Q12162620,Ukraine
克羅科查湖,Querococha,Peru
廷基科查湖,Tinquicocha,Peru
杞麓湖,Qilu Lake,People's Republic of China
军山湖,Junshan Lake,People's Republic of China
宮澤湖,Q11455018,Japan
奧里霍韋湖,Q12136469,Ukraine
索洛涅湖,Q12154448,Ukraine
蘇波京湖,Q12158743,Ukraine
索拉科塔湖,Sura Quta (Wayna Potosí),Bolivia
多尔改错,Dorge Co,People's Republic of China
月牙湖,Yueya Lake (Nanjing),People's Republic of China
鰻池,Q11674341,Japan
东卡错,Dungqag Co,People's Republic of China
季赫湖,Q12161415,Ukraine
西托韋湖,Q12153061,Ukraine
里皮謝湖,Q12149798,Ukraine
庫米爾庫查湖,Q'umir Qucha,Bolivia
图中湖,Tuzhong Hu,People's Republic of China
季哈傑斯納湖,Q12161407,Ukraine
三湖,Q10866405,People's Republic of China
三白荡,Q10866514,People's Republic of China
哈沙图诺尔,Q10922169,People's Republic of China
哈玛尔太淖,Q10922182,People's Republic of China
哈素海,Q10922196,People's Republic of China
嘎顺诺尔,Q10924283,People's Republic of China
嘎鲁特湖,Q10924288,People's Republic of China
围山湖,Q10925806,People's Republic of China
坡孜错,Q10928762,People's Republic of China
塔布莫德诺尔,Q10930815,People's Republic of China
齐格错,Qigai Co,People's Republic of China
阿木错,Q15943054,People's Republic of China
罗王瓜错,Q15953018,People's Republic of China
克拉斯涅湖,Q12114198,Ukraine
喬爾尼姆湖,Q12170519,Ukraine
乌兰推饶木,Q10877911,People's Republic of China
乌拜诺尔,Q10878065,People's Republic of China
乌日图音淖日,Q10878078,People's Republic of China
乌杜淖,Q10878092,People's Republic of China
二浩淖海子,Q10880262,People's Republic of China
二海子,Q10880264,People's Republic of China
仓木错,Q10884083,People's Republic of China
他拉红泡,Q10884116,People's Republic of China
伊和嘎劳塔,Q10884922,People's Republic of China
光明淖,Q10890377,People's Republic of China
冲巴雍错,Q10895505,People's Republic of China
冻错,Q10895653,People's Republic of China
准查干诺尔,Q10895771,People's Republic of China
甲若错,Q15944628,People's Republic of China
羊湖,Q15951525,People's Republic of China
纳卡错,Namka Co,People's Republic of China
达尔沃错温,Darngo Co'ngoin,People's Republic of China
异龙湖,Yilong Lake,People's Republic of China
乌兰乌拉湖,Ulan Ul Hu,People's Republic of China
浑德伦柴达木湖,Q11148344,People's Republic of China
浩力图诺尔,Q11149120,People's Republic of China
浩勒图音诺尔,Q11149125,People's Republic of China
海口湖,Q11150383,People's Republic of China
黑炭淖尔,Q11179286,People's Republic of China
龙王庙大,Q11181651,People's Republic of China
乃门塔拉泡,Q10877659,People's Republic of China
乌尔塔查,Q10877994,People's Republic of China
乌布西路,Q10878018,People's Republic of China
乌拉德扎根达布散诺尔,Q10878046,People's Republic of China
乌顺泡子,Q10878223,People's Republic of China
五里湖,Q10882285,People's Republic of China
仁错约玛,Q10883906,People's Republic of China
仙女湖,Q10884245,People's Republic of China
伊合窑,Q10884911,People's Republic of China
伊和布达尔干诺尔,Q10884924,People's Republic of China
元鹤荡,Q10889847,People's Republic of China
冻果错,Q10895649,People's Republic of China
准伊和诺尔,Q10895717,People's Republic of China
准沙巴尔诺尔,Q10895776,People's Republic of China
先且错,Xianqie Cuo,People's Republic of China
克鲁克湖,Hurleg Hu,People's Republic of China
冬给措纳湖,Donggi Cona,People's Republic of China
冲天湖,Chongtian Hu,People's Republic of China
泊湖,Lake Po,People's Republic of China
洞古错,Donggu Cuo,People's Republic of China
义合湖,Q10877753,People's Republic of China
五湖洞淖,Q10881965,People's Republic of China
仁错,Q10883905,People's Republic of China
元荡,Q10889806,People's Republic of China
其格诺尔,Q10894544,People's Republic of China
冈玛错,Q10894845,People's Republic of China
准乌和日,Q10895716,People's Republic of China
泰来镇东泡子,Q11145144,People's Republic of China
浑德伦湖,Q11148347,People's Republic of China
浩勒报吉淖,Q11149128,People's Republic of China
淤泥湖,Q11152540,People's Republic of China
黄家湖,Q11177352,People's Republic of China
洛舍漾,Luoshe Yang,People's Republic of China
洮湖,Changdang Hu,People's Republic of China
麻塘湖,Matang Hu,People's Republic of China
黄湖,Lake Huang,People's Republic of China
黑石北湖,Heishibei Hu,People's Republic of China
热帮错,Rebang Cuo,People's Republic of China
芒错,Mang Cuo,People's Republic of China
许如错,Xuru Co,People's Republic of China
黄泥兜,Q11177893,People's Republic of China
黄陂湖,Q11178588,People's Republic of China
雪源湖,Xueyuan Hu,People's Republic of China
仙鹤湖,Xianhe Hu,People's Republic of China
公珠错,Gongzhu Cuo,People's Republic of China
浩布丁诺尔,Q11149143,People's Republic of China
浩通查干诺尔,Q11149188,People's Republic of China
海力图哈嘎湖,Q11149713,People's Republic of China
润溪湖,Q11151931,People's Republic of China
鲁玛扎错,Q11173115,People's Republic of China
鲁雄错,Q11173179,People's Republic of China
鲤鱼泡子,Q11173368,People's Republic of China
龙江湖,Q11181339,People's Republic of China
乌兰吐南湖,Q10877891,People's Republic of China
乌兰淖,Q10877923,People's Republic of China
乌尔塔诺尔,Q10877996,People's Republic of China
九里湖,Q10879049,People's Republic of China
二连诺尔,Q10880419,People's Republic of China
洋沙泡,Yangsha Pao,People's Republic of China
伊合达布,Q10884912,People's Republic of China
伊和吉格德湖,Q10884920,People's Republic of China
伊贺诺日,Q10885132,People's Republic of China
六里塘,Q10893491,People's Republic of China
其干淖尔,Q10894537,People's Republic of China
冈塘错,Q10894837,People's Republic of China
准赛罕诺尔,Q10895781,People's Republic of China
涌波错,Yongbo Cuo,People's Republic of China
鲫鱼湖,Jiyu Hu,People's Republic of China
鸭子湖,Yazi Hu,People's Republic of China
麦穷错,Maiqiong Cuo,People's Republic of China
黄泥湖,Huangnihu,People's Republic of China
科羅普西卡斯塔里齊亞湖,Q12113191,Ukraine
乌兰淖日,Q10877925,People's Republic of China
乌兰脱里脱诺尔,Q10877927,People's Republic of China
云湖,Q10881259,People's Republic of China
什拉布日都淖,Q10883688,People's Republic of China
伊和沙巴尔诺尔,Q10884927,People's Republic of China
修士湖,Q10888081,People's Republic of China
克尔森柴达木湖,Q10890907,People's Republic of China
其和尔台哈嘎湖,Q10894526,People's Republic of China
冬青坑,Q10895252,People's Republic of China
泊头湖,Q11143288,People's Republic of China
浩勒包勒金诺尔,Q11149123,People's Republic of China
鲸鱼湖,Q11173414,People's Republic of China
鸿图诺尔,Q11174544,People's Republic of China
麻漾,Q11175806,People's Republic of China
泰湖,Q11145164,People's Republic of China
浠湖,Q11148948,People's Republic of China
浩雷图诺尔,Q11149197,People's Republic of China
涟湖,Q11151877,People's Republic of China
鳗鲤湖,Q11173499,People's Republic of China
鸟梁素海,Q11174127,People's Republic of China
纳屋错,Q15950286,People's Republic of China
达热布错,Q15944682,People's Republic of China
错戳龙,Q15942911,People's Republic of China
科洛德尼齊亞湖,Q12111660,Ukraine
企湖,Qi Hu,People's Republic of China
其香错,Qixiang Cuo,People's Republic of China
玉液湖,Q15943000,People's Republic of China
甲热布错,Q15950344,People's Republic of China
克留喬克湖,Q12115180,Ukraine
克里韋湖,Q12114635,Ukraine
白蚬湖,Baixian Hu,People's Republic of China
若拉错,Rola Co,People's Republic of China
诺尔玛错,Norma Co,People's Republic of China
色喀执错,Sekazhi Cuo,People's Republic of China
精進湖,Lake Shōji,Japan
玉环湖,Q15951326,People's Republic of China
虾别错,Q15950519,People's Republic of China
五道泡子,Wudao Paozi,People's Republic of China
亚克错,Yake Cuo,People's Republic of China
傀儡湖,Kuilei Hu,People's Republic of China
克钦湖,Keqin Hu,People's Republic of China
黄盖湖,Huanggaihu,People's Republic of China
龙王庙泡,Longwangmiao Pao,People's Republic of China
泽错,Ze Cuo,People's Republic of China
諾別利湖,Nobel,Ukraine
龍潭湖 (宜蘭縣),"Longtan lake, Yilan",Taiwan
索林诺尔东,Q16936102,People's Republic of China
腾格尔诺尔,Q16936243,People's Republic of China
英斯图诺尔,Q16936312,People's Republic of China
红海子,Q16936130,People's Republic of China
联合屯泡,Q16936208,People's Republic of China
背后湖,Q16936218,People's Republic of China
胡列也吐诺尔,Q16936226,People's Republic of China
舒特诺尔,Q16936250,People's Republic of China
芳湖,Q16936284,People's Republic of China
苏吉诺尔,Q16936292,People's Republic of China
萨宾诺尔,Q16936375,People's Republic of China
蒙和敖包诺尔,Q16936390,People's Republic of China
西查干诺尔,Q16936432,People's Republic of China
胜利湖,Shengli Hu,People's Republic of China
网湖,Wang Hu,People's Republic of China
蜀山湖,Shushan Lake,People's Republic of China
西岔湖,Xicha Hu,People's Republic of China
碱海子,Q16936049,People's Republic of China
磁湖,Q16936051,People's Republic of China
翕贡诺尔,Q16936183,People's Republic of China
背风湖,Q16936220,People's Republic of China
苏贝淖,Q16936301,People's Republic of China
荷叶波,Q16936342,People's Republic of China
葛连泡,Q16936377,People's Republic of China
蚌湖,Q16936411,People's Republic of China
西呼鲁图诺尔,Q16936422,People's Republic of China
祝曲错,Q16936056,People's Republic of China
福州西湖,Q16936063,People's Republic of China
策湖,Q16936093,People's Republic of China
索林诺尔,Q16936101,People's Republic of China
红台基泡,Q16936109,People's Republic of China
绍尔内诺尔,Q16936152,People's Republic of China
绍尔包根湖,Q16936153,People's Republic of China
胡力斯台湖,Q16936228,People's Republic of China
艾肯伊克湖,Q16936255,People's Republic of China
艾西曼湖,Q16936256,People's Republic of China
花胡舒泡子,Q16936280,People's Republic of China
西日吐诺尔,Q16936431,People's Republic of China
荡南湖,Dangnan Hu,People's Republic of China
葫芦湖,Hulu Hu,People's Republic of China
蒋家漾,Jiangjia Yang,People's Republic of China
神海子,Q16936057,People's Republic of China
纳林淖,Q16936140,People's Republic of China
纽格图淖,Q16936146,People's Republic of China
绍古民诺尔,Q16936150,People's Republic of China
绍荣根诺尔,Q16936155,People's Republic of China
胡西意得,Q16936234,People's Republic of China
节约湖,Q16936259,People's Republic of China
